# Overall Packet Count: 3932
# Overall Total Bytes: 810600
# Overall Average Packet Size (Bytes): 206.15
# Overall Capture Duration (Seconds): 975.000
# Overall Average Rate (Mbps): 0.007

IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
10.10.10.1,10.10.10.4,3498,715669,13,0.4404116923076923,1.438048
172.30.0.15,192.168.254.2,278,78190,7,0.08936,0.15496
172.30.0.1,172.30.0.15,89,9207,6,0.012276,0.031376
172.30.0.15,34.117.59.81,16,2814,1,0.022512,0.022512
172.30.0.15,172.67.74.152,18,2316,1,0.018528,0.018528
100.34.187.168,172.30.0.15,3,274,1,0.002192,0.002192
fe80::b0b1:c0ff:fe0b:eaae,ff02::2,2,142,1,0.001136,0.001136
fe80::f87f:8fff:febc:708f,ff02::2,2,142,1,0.001136,0.001136
fe80::f4e8:d1ff:fe15:f57c,ff02::2,2,142,1,0.001136,0.001136
fe80::cfb:f7ff:fe44:fc56,ff02::2,2,142,1,0.001136,0.001136
fe80::cc1e:1dff:fe35:8d0a,ff02::2,2,142,1,0.001136,0.001136
fe80::c81:c6ff:fe7b:2e45,ff02::2,2,142,1,0.001136,0.001136
fe80::bcd4:85ff:fe94:1cdd,ff02::2,2,142,1,0.001136,0.001136
fe80::9896:daff:fe45:9eab,ff02::2,2,142,1,0.001136,0.001136
fe80::a499:4fff:fe9f:4a57,ff02::2,2,142,1,0.001136,0.001136
fe80::a0a8:42ff:fe83:6804,ff02::2,2,142,1,0.001136,0.001136
fe80::94bf:c2ff:fe37:8277,ff02::2,2,142,1,0.001136,0.001136
fe80::4cf9:c5ff:fe1a:2fe9,ff02::2,2,142,1,0.001136,0.001136
fe80::4037:b9ff:fe6e:4a8,ff02::2,2,142,1,0.001136,0.001136
fe80::241c:77ff:fe11:3e7b,ff02::2,2,142,1,0.001136,0.001136
fe80::fc0b:f2ff:fe9d:27a,ff02::2,2,142,1,0.001136,0.001136
