timestamp,device_id,location,size,hash,owner,group,malicious
1759305747,server-compromised.bnsdq.ozxfs.rzona-owcwb.kvugl,/etc/systemd/network/eth0.network,235,XR+SwQzBzsuOtlQ4EyPOrg==,root,root,1
1759305747,server-compromised.bnsdq.ozxfs.rzona-owcwb.kvugl,/etc/systemd/network/eth1.network,261,GePQC2KeEQjEYt6YfDLR6Q==,root,root,1
1759305747,server-compromised.bnsdq.ozxfs.rzona-owcwb.kvugl,/etc/systemd/network/eth2.network,49,wiCyZkjpD/Y7G/MnGeNSVw==,root,root,1
1759305791,server-compromised.bnsdq.ozxfs.rzona-owcwb.kvugl,/etc/systemd/network/eth0.network,235,1mtNWUPt/K/rjxiD/mif/A==,root,root,0
1759305791,server-compromised.bnsdq.ozxfs.rzona-owcwb.kvugl,/etc/systemd/network/eth1.network,181,rs9is4Dh9fwZjQ5qN80tGw==,root,root,0
1759305791,server-compromised.bnsdq.ozxfs.rzona-owcwb.kvugl,/etc/systemd/network/eth2.network,185,jXGhQJSFF8f/W9BUPg6qxw==,root,root,0
1759306365,server-compromised.bnsdq.ozxfs.rzona-owcwb.kvugl,/etc/systemd/network/eth0.network,151,QvN54Zf4z/onIW/NsK/9hQ==,root,root,1
1759306365,server-compromised.bnsdq.ozxfs.rzona-owcwb.kvugl,/etc/systemd/network/eth1.network,261,s8Xb6/sRtpzmZSHRnGaFAw==,root,root,1
1759306365,server-compromised.bnsdq.ozxfs.rzona-owcwb.kvugl,/etc/systemd/network/eth2.network,49,jPcd+0e71vbp98jveD6xRA==,root,root,1
1759306408,server-compromised.bnsdq.ozxfs.rzona-owcwb.kvugl,/etc/systemd/network/eth0.network,151,QvN54Zf4z/onIW/NsK/9hQ==,root,root,0
1759306408,server-compromised.bnsdq.ozxfs.rzona-owcwb.kvugl,/etc/systemd/network/eth1.network,181,hlX7S2gWjvbQ3i7pP5uPWg==,root,root,0
1759307031,server-compromised.bnsdq.ozxfs.rzona-owcwb.kvugl,/etc/systemd/network/eth1.network,181,Kz1YchgAd16KFVR06UIyBA==,root,root,0
1759307031,server-compromised.bnsdq.ozxfs.rzona-owcwb.kvugl,/etc/systemd/network/eth2.network,185,OYSrwDVAd8SymNQVtBSLPA==,root,root,0
