# Overall Packet Count: 175234
# Overall Total Bytes: 51110574
# Overall Average Packet Size (Bytes): 291.67
# Overall Capture Duration (Seconds): 1773.000
# Overall Average Rate (Mbps): 0.231

IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
172.30.0.12,192.168.254.2,159763,37909776,731,0.4148812694938441,41.181584
1.1.2.3,5.6.7.8,11237,12776908,712,0.14356076404494383,0.310576
172.30.0.1,172.30.0.12,4214,422470,629,0.005373227344992051,0.018544
fe80::1cc8:cfff:feaa:39d0,ff02::2,2,142,1,0.001136,0.001136
fe80::2054:9dff:fe0f:8ecb,ff02::2,2,142,2,0.000568,0.000576
fe80::2c4b:3dff:feea:b48d,ff02::2,2,142,1,0.001136,0.001136
fe80::3872:9cff:fe86:c09e,ff02::2,2,142,1,0.001136,0.001136
fe80::485f:80ff:fe20:b404,ff02::2,2,142,1,0.001136,0.001136
fe80::7468:7eff:fe9c:3f2e,ff02::2,2,142,1,0.001136,0.001136
fe80::8077:39ff:fede:7b06,ff02::2,2,142,1,0.001136,0.001136
fe80::b4fb:9cff:fec0:1f8b,ff02::2,2,142,2,0.000568,0.000576
fe80::cf6:e0ff:fe0b:f9f1,ff02::2,2,142,2,0.000568,0.000576
fe80::d8e8:55ff:fe0c:ae0f,ff02::2,2,142,1,0.001136,0.001136
