# Overall Packet Count: 274
# Overall Total Bytes: 63800
# Overall Average Packet Size (Bytes): 232.85
# Overall Capture Duration (Seconds): 1225.000
# Overall Average Rate (Mbps): 0.000

IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
172.30.0.12,192.168.254.2,209,57548,4,0.115096,0.15448
172.30.0.1,172.30.0.12,37,4226,3,0.011269333333333333,0.013792
137.190.2.4,172.30.0.12,2,182,1,0.001456,0.001456
fe80::f4e7:ffff:fe67:622a,ff02::2,2,142,1,0.001136,0.001136
fe80::ecb6:10ff:fe6e:37b,ff02::2,2,142,1,0.001136,0.001136
fe80::b486:c3ff:fe10:21f,ff02::2,2,142,1,0.001136,0.001136
fe80::b46b:cff:febd:6efd,ff02::2,2,142,1,0.001136,0.001136
fe80::b00b:8cff:fe27:109f,ff02::2,2,142,1,0.001136,0.001136
fe80::a82d:dcff:fe31:3e86,ff02::2,2,142,1,0.001136,0.001136
fe80::a4c5:bff:fe24:8ae4,ff02::2,2,142,1,0.001136,0.001136
fe80::844:c2ff:fe8b:8d58,ff02::2,2,142,1,0.001136,0.001136
fe80::4c85:43ff:fea7:9c83,ff02::2,2,142,1,0.001136,0.001136
fe80::3011:bff:fe76:f5cd,ff02::2,2,142,1,0.001136,0.001136
fe80::1cda:bfff:fecb:6fa,ff02::2,2,142,1,0.001136,0.001136
fe80::fc53:4dff:feeb:7cfa,ff02::2,2,142,1,0.001136,0.001136
fe80::b033:86ff:fe7f:d5af,ff02::2,1,70,1,0.00056,0.00056
fe80::cc1e:1dff:fe35:8d0a,ff02::2,1,70,1,0.00056,0.00056
