timestamp,device_id,interface_name,action,hardware_addr,ips
1759252867,attacker.bnsdq.ozxfs.bomyo.kvugl,dbus-system,Added,N/A,
1759252867,attacker.bnsdq.ozxfs.bomyo.kvugl,dbus-session,Added,N/A,
1759252867,attacker.bnsdq.ozxfs.bomyo.kvugl,lo,Added,N/A,127.0.0.1; ::105
1759252867,attacker.bnsdq.ozxfs.bomyo.kvugl,eth0,Added,9a:1a:19:c2:5a:95,172.30.0.163; fe80::981a:19ff:fec2:0
1759252867,attacker.bnsdq.ozxfs.bomyo.kvugl,eth1,Added,9e:99:d9:5a:ca:00,10.10.10.109; fe80::9c99:d9ff:fe5a:118
1759252867,attacker.bnsdq.ozxfs.bomyo.kvugl,any,Added,N/A,
1759252867,attacker.bnsdq.ozxfs.bomyo.kvugl,nfqueue,Added,N/A,
1759252867,attacker.bnsdq.ozxfs.bomyo.kvugl,eth2,Added,5e:80:c6:7a:60:34,10.0.1.111; fe80::5c80:c6ff:fe7a:213
1759252867,attacker.bnsdq.ozxfs.bomyo.kvugl,bluetooth-monitor,Added,N/A,
1759252867,attacker.bnsdq.ozxfs.bomyo.kvugl,nflog,Added,N/A,
