timestamp,device,length,link_protocol,network_protocol,transport_protocol,application_protocol,ip_version,src_ip,dst_ip,src_port,dst_port,arp_operation,arp_protocol,arp_src_proto,arp_dst_proto,eth_src_mac,eth_dst_mac
1759306982,any,56,N/A,IPv4,TCP,N/A,v4,1.2.252.129,5.6.7.72,23874,62389,N/A,N/A,N/A,N/A,,
1759306982,eth1,54,Ethernet,IPv4,TCP,N/A,v4,1.2.252.129,5.6.7.72,23874,62389,N/A,N/A,N/A,N/A,,
1759306982,any,56,N/A,IPv4,TCP,N/A,v4,1.2.168.26,5.6.7.72,8830,28571,N/A,N/A,N/A,N/A,,
1759306982,eth1,54,Ethernet,IPv4,TCP,N/A,v4,1.2.168.26,5.6.7.72,8830,28571,N/A,N/A,N/A,N/A,,
1759306982,any,56,N/A,IPv4,TCP,N/A,v4,1.2.87.159,5.6.7.72,47637,6104,N/A,N/A,N/A,N/A,,
1759306982,eth1,54,Ethernet,IPv4,TCP,N/A,v4,1.2.87.159,5.6.7.72,47637,6104,N/A,N/A,N/A,N/A,,
1759306982,any,56,N/A,IPv4,TCP,N/A,v4,1.2.23.200,5.6.7.72,41341,5035,N/A,N/A,N/A,N/A,,
1759306982,eth1,54,Ethernet,IPv4,TCP,N/A,v4,1.2.23.200,5.6.7.72,41341,5035,N/A,N/A,N/A,N/A,,
1759306982,any,56,N/A,IPv4,TCP,N/A,v4,1.2.213.131,5.6.7.72,62211,20665,N/A,N/A,N/A,N/A,,
1759306982,eth1,54,Ethernet,IPv4,TCP,N/A,v4,1.2.213.131,5.6.7.72,62211,20665,N/A,N/A,N/A,N/A,,
1759306982,any,56,N/A,IPv4,TCP,N/A,v4,1.2.31.117,5.6.7.72,56263,7845,N/A,N/A,N/A,N/A,,
1759306982,eth1,54,Ethernet,IPv4,TCP,N/A,v4,1.2.31.117,5.6.7.72,56263,7845,N/A,N/A,N/A,N/A,,
1759306982,any,56,N/A,IPv4,TCP,N/A,v4,1.2.77.10,5.6.7.72,63424,54104,N/A,N/A,N/A,N/A,,
1759306982,eth1,54,Ethernet,IPv4,TCP,N/A,v4,1.2.77.10,5.6.7.72,63424,54104,N/A,N/A,N/A,N/A,,
1759306982,any,56,N/A,IPv4,TCP,N/A,v4,1.2.190.49,5.6.7.72,5032,24435,N/A,N/A,N/A,N/A,,
1759306982,eth1,54,Ethernet,IPv4,TCP,N/A,v4,1.2.190.49,5.6.7.72,5032,24435,N/A,N/A,N/A,N/A,,
1759306982,any,56,N/A,IPv4,TCP,N/A,v4,1.2.241.218,5.6.7.72,10079,16661,N/A,N/A,N/A,N/A,,
1759306982,eth1,54,Ethernet,IPv4,TCP,N/A,v4,1.2.241.218,5.6.7.72,10079,16661,N/A,N/A,N/A,N/A,,
1759306982,any,56,N/A,IPv4,TCP,N/A,v4,1.2.246.237,5.6.7.72,54846,27954,N/A,N/A,N/A,N/A,,
1759306982,eth1,54,Ethernet,IPv4,TCP,N/A,v4,1.2.246.237,5.6.7.72,54846,27954,N/A,N/A,N/A,N/A,,
1759306982,any,56,N/A,IPv4,TCP,N/A,v4,1.2.228.175,5.6.7.72,6681,39318,N/A,N/A,N/A,N/A,,
1759306982,eth1,54,Ethernet,IPv4,TCP,N/A,v4,1.2.228.175,5.6.7.72,6681,39318,N/A,N/A,N/A,N/A,,
1759306982,any,56,N/A,IPv4,TCP,N/A,v4,1.2.222.229,5.6.7.72,22560,53895,N/A,N/A,N/A,N/A,,
1759306982,eth1,54,Ethernet,IPv4,TCP,N/A,v4,1.2.222.229,5.6.7.72,22560,53895,N/A,N/A,N/A,N/A,,
1759306982,any,56,N/A,IPv4,TCP,N/A,v4,1.2.115.58,5.6.7.72,42265,59276,N/A,N/A,N/A,N/A,,
1759306982,eth1,54,Ethernet,IPv4,TCP,N/A,v4,1.2.115.58,5.6.7.72,42265,59276,N/A,N/A,N/A,N/A,,
1759306982,any,56,N/A,IPv4,TCP,N/A,v4,1.2.91.143,5.6.7.72,47728,27971,N/A,N/A,N/A,N/A,,
1759306982,eth1,54,Ethernet,IPv4,TCP,N/A,v4,1.2.91.143,5.6.7.72,47728,27971,N/A,N/A,N/A,N/A,,
1759306982,any,56,N/A,IPv4,TCP,N/A,v4,1.2.198.198,5.6.7.72,26190,49733,N/A,N/A,N/A,N/A,,
1759306982,eth1,54,Ethernet,IPv4,TCP,N/A,v4,1.2.198.198,5.6.7.72,26190,49733,N/A,N/A,N/A,N/A,,
1759306982,any,56,N/A,IPv4,TCP,N/A,v4,1.2.39.121,5.6.7.72,51403,46880,N/A,N/A,N/A,N/A,,
