timestamp,device_id,location,size,hash,owner,group,malicious
1759299863,attacker-victim1.bnsdq.ozxfs.rzona-owcwb.kvugl,/etc/systemd/network/eth0.network,235,XR+SwQzBzsuOtlQ4EyPOrg==,root,root,1
1759299863,attacker-victim1.bnsdq.ozxfs.rzona-owcwb.kvugl,/etc/systemd/network/eth1.network,261,x+lSFSoRt6ZG2nf/WM9y9Q==,root,root,1
1759299922,attacker-victim1.bnsdq.ozxfs.rzona-owcwb.kvugl,/etc/systemd/network/eth0.network,235,XR+SwQzBzsuOtlQ4EyPOrg==,root,root,0
1759299922,attacker-victim1.bnsdq.ozxfs.rzona-owcwb.kvugl,/etc/systemd/network/eth1.network,248,1Xm/vB39Fz6k8cbYSROaBw==,root,root,0
1759300544,attacker-victim1.bnsdq.ozxfs.rzona-owcwb.kvugl,/etc/systemd/network/eth0.network,151,QvN54Zf4z/onIW/NsK/9hQ==,root,root,0
1759300544,attacker-victim1.bnsdq.ozxfs.rzona-owcwb.kvugl,/etc/systemd/network/eth1.network,248,+nHhJc8Xb2Nomr4FSwQ9jg==,root,root,0
1759301165,attacker-victim1.bnsdq.ozxfs.rzona-owcwb.kvugl,/etc/systemd/network/eth1.network,248,ekSzpP8h13QlwHnoMfVzRw==,root,root,0
1759301706,attacker-victim1.bnsdq.ozxfs.rzona-owcwb.kvugl,/etc/systemd/network/eth0.network,151,QvN54Zf4z/onIW/NsK/9hQ==,root,root,1
1759301706,attacker-victim1.bnsdq.ozxfs.rzona-owcwb.kvugl,/etc/systemd/network/eth1.network,261,btI7ITavadrGbSBhSBTJ+g==,root,root,1
1759301787,attacker-victim1.bnsdq.ozxfs.rzona-owcwb.kvugl,/etc/systemd/network/eth1.network,248,+nHhJc8Xb2Nomr4FSwQ9jg==,root,root,0
