# Overall Packet Count: 842
# Overall Total Bytes: 209763
# Overall Average Packet Size (Bytes): 249.12
# Overall Capture Duration (Seconds): 2763.000
# Overall Average Rate (Mbps): 0.001

IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
172.30.0.14,192.168.254.2,740,199486,14,0.113992,0.169312
10.1.1.2,10.1.2.2,34,3916,8,0.003916,0.00676
172.30.0.1,172.30.0.14,21,3074,4,0.006148,0.009088
172.30.0.14,23.150.40.242,8,728,2,0.002912,0.002912
::1,::1,5,315,5,0.000504,0.000504
127.0.0.1,127.0.0.1,6,258,6,0.000344,0.000344
fe80::b886:8dff:fe5f:b449,ff02::2,2,142,1,0.001136,0.001136
fe80::ec8c:9dff:fea2:8774,ff02::2,2,142,1,0.001136,0.001136
fe80::dc82:23ff:feb2:880a,ff02::2,2,142,2,0.000568,0.000576
fe80::d8b6:47ff:fe97:2775,ff02::2,2,142,1,0.001136,0.001136
fe80::d8a6:92ff:fe1d:3e66,ff02::2,2,142,1,0.001136,0.001136
fe80::d892:1bff:fe48:2dd2,ff02::2,2,142,1,0.001136,0.001136
fe80::c0d5:34ff:fec9:ef84,ff02::2,2,142,1,0.001136,0.001136
fe80::f035:80ff:fec0:d0fd,ff02::2,2,142,1,0.001136,0.001136
fe80::b451:faff:fec4:bb29,ff02::2,2,142,1,0.001136,0.001136
fe80::7045:a4ff:fe32:715a,ff02::2,2,142,1,0.001136,0.001136
fe80::2c4b:3dff:feea:b48d,ff02::2,2,142,1,0.001136,0.001136
fe80::2441:49ff:febd:f6f3,ff02::2,2,142,1,0.001136,0.001136
fe80::18db:2fff:fe8f:13e1,ff02::2,2,142,1,0.001136,0.001136
fe80::a8e6:93ff:fe51:85a8,ff02::2,1,70,1,0.00056,0.00056
fe80::8406:c9ff:fe8a:aed5,ff02::2,1,70,1,0.00056,0.00056
