timestamp,pid,ppid,real_uid,effective_uid,saved_uid,filesystem_uid,real_gid,effective_gid,saved_gid,filesystem_gid,vm_peak,vm_size,vm_hwm,rss_shmem,vm_stk,vm_data,threads,name,state,device_id,cpu
1759262644,341,1,103,103,103,103,109,109,109,109,210882560,210882560,204906496,N/A,135168,203153408,1,dbus-daemon,S (sleeping),pop31.bnsdq.ozxfs.laefh.kvugl,0.30451191518721255
1759262644,3315,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1954066432,1922756608,43470848,N/A,135168,170991616,13,discern-network,S (sleeping),pop31.bnsdq.ozxfs.laefh.kvugl,2.2617375619509157
1759262644,181,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,167186432,133648384,51998720,4096,135168,36659200,1,systemd-journal,S (sleeping),pop31.bnsdq.ozxfs.laefh.kvugl,0.1997014244937539
1759262644,72529,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1264619520,1264619520,17453056,N/A,135168,45826048,4,discern-proc-so,S (sleeping),pop31.bnsdq.ozxfs.laefh.kvugl,2.555955044642027
1759262644,3958,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1647706112,1580859392,24154112,N/A,135168,82464768,5,discern-interfa,S (sleeping),pop31.bnsdq.ozxfs.laefh.kvugl,0.0010138353471352455
1759262650,341,1,103,103,103,103,109,109,109,109,211152896,211152896,205312000,N/A,135168,203423744,1,dbus-daemon,S (sleeping),pop31.bnsdq.ozxfs.laefh.kvugl,0.30439510213654575
1759262650,77434,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1400188928,1400188928,126656512,N/A,135168,189816832,4,discern-file-so,S (sleeping),pop31.bnsdq.ozxfs.laefh.kvugl,53.13206332258709
1759262650,3315,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1954066432,1922756608,43470848,N/A,135168,170991616,13,discern-network,S (sleeping),pop31.bnsdq.ozxfs.laefh.kvugl,2.2613455522889008
1759262650,181,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,167186432,133648384,51998720,4096,135168,36659200,1,systemd-journal,S (sleeping),pop31.bnsdq.ozxfs.laefh.kvugl,0.199690859522415
1759262650,72529,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1264619520,1264619520,17453056,N/A,135168,45826048,4,discern-proc-so,S (sleeping),pop31.bnsdq.ozxfs.laefh.kvugl,2.557254242148143
1759262655,341,1,103,103,103,103,109,109,109,109,211288064,211288064,205578240,N/A,135168,203558912,1,dbus-daemon,S (sleeping),pop31.bnsdq.ozxfs.laefh.kvugl,0.3042817570879448
1759262655,77434,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1534545920,1534545920,147443712,N/A,135168,278036480,4,discern-file-so,R (running),pop31.bnsdq.ozxfs.laefh.kvugl,70.09398007122691
1759262655,3315,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1954066432,1922756608,43470848,N/A,135168,170991616,13,discern-network,S (sleeping),pop31.bnsdq.ozxfs.laefh.kvugl,2.2605785992054974
1759262655,181,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,167186432,133648384,51998720,4096,135168,36659200,1,systemd-journal,S (sleeping),pop31.bnsdq.ozxfs.laefh.kvugl,0.19987435090406977
1759262655,72529,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1264619520,1264619520,17453056,N/A,135168,45826048,4,discern-proc-so,S (sleeping),pop31.bnsdq.ozxfs.laefh.kvugl,2.551152764303932
1759262660,341,1,103,103,103,103,109,109,109,109,211693568,211693568,205774848,N/A,135168,203964416,1,dbus-daemon,S (sleeping),pop31.bnsdq.ozxfs.laefh.kvugl,0.3045349760289056
1759262660,77434,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1534808064,1534808064,232783872,N/A,135168,278298624,4,discern-file-so,D (disk sleep),pop31.bnsdq.ozxfs.laefh.kvugl,67.72118445110604
1759262660,3315,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1954066432,1922756608,43470848,N/A,135168,170991616,13,discern-network,S (sleeping),pop31.bnsdq.ozxfs.laefh.kvugl,2.2594799075690877
1759262660,181,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,167186432,133648384,51998720,4096,135168,36659200,1,systemd-journal,S (sleeping),pop31.bnsdq.ozxfs.laefh.kvugl,0.20023787253921746
1759262660,72529,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1264619520,1264619520,17453056,N/A,135168,45826048,4,discern-proc-so,S (sleeping),pop31.bnsdq.ozxfs.laefh.kvugl,2.550960170889813
1759262666,341,1,103,103,103,103,109,109,109,109,211857408,211857408,205905920,N/A,135168,204128256,1,dbus-daemon,S (sleeping),pop31.bnsdq.ozxfs.laefh.kvugl,0.30422841146349894
1759262666,77434,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1534873600,1534873600,232783872,N/A,135168,278364160,4,discern-file-so,S (sleeping),pop31.bnsdq.ozxfs.laefh.kvugl,67.50844555168972
1759262666,3315,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1954066432,1922756608,43470848,N/A,135168,170991616,13,discern-network,S (sleeping),pop31.bnsdq.ozxfs.laefh.kvugl,2.258501401353326
1759262666,181,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,167186432,133648384,51998720,4096,135168,36659200,1,systemd-journal,S (sleeping),pop31.bnsdq.ozxfs.laefh.kvugl,0.20022780367158177
