timestamp,device_id,location,size,hash,owner,group
1759262671,compromised.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,203,YjAbVr1joIRE3ifUBk27fA==,root,root
1759262671,compromised.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth3.network,1861,3kNI0CfZJtJ983t64FYr8Q==,root,root
1759262746,compromised.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,51,qcZeoECoB2sWnXKZx3cx7w==,root,root
1759263369,compromised.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,51,DL5r+3W3sP9aGPHeKcr89Q==,root,root
1759263369,compromised.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth3.network,1861,3AafGJEFpwP9F1sVf+tZGw==,root,root
1759264609,compromised.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,203,3ffKjdz2Zxj6W6l2nhu66Q==,root,root
1759264609,compromised.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth3.network,1861,0fuU7u4HH36iDtvtP0dBwQ==,root,root
1759265232,compromised.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,203,UaYY1/VZIEvugUa9mk3Z/g==,root,root
1759265232,compromised.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth3.network,1861,Ej/oANli1AoGMeZjZUCi+w==,root,root
1759265851,compromised.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,203,5QpTRsqUgswzgPD+WEVrxA==,root,root
1759265851,compromised.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth3.network,1861,3AafGJEFpwP9F1sVf+tZGw==,root,root
1759266471,compromised.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,203,UaYY1/VZIEvugUa9mk3Z/g==,root,root
