Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
discern-file-so,304.0,88.2039645564208,92.57434431466852,58
discern-proc-so,2098.0,2.7728745001689776,2.9374526245951196,411
jbd2/vda2-8,2107.0,0.7173204339157617,2.3359224376053094,412
systemd-journal,1674.0,0.2955009344799812,0.3873605141568575,326
systemd,1007.0,0.47220591165093,3.2440024906283282,197
discern-network,1570.0,0.2961783883717688,0.4996777577713578,304
discern-logs-so,1348.0,0.3416876942373668,0.36370614058787176,265
python3,269.0,1.2020989966338311,13.922499901273586,52
kswapd0,177.0,0.44638676262349586,0.509497111473686,34
sshd,5.0,0.6962250816709269,0.6962250816709269,1
