timestamp,device_id,location,size,hash,owner,group
1759262668,tomcat2.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2139,nPr4rlHCluq/9ahux3awhw==,root,root
1759262668,tomcat2.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,120,IZUo6Tm6fOR2wINIvrSwQg==,root,root
1759263281,tomcat2.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2139,mFdU7U15/SGVEU9fGcNxng==,root,root
1759263281,tomcat2.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,120,IZUo6Tm6fOR2wINIvrSwQg==,root,root
1759263906,tomcat2.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth0.network,235,XR+SwQzBzsuOtlQ4EyPOrg==,root,root
1759263906,tomcat2.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2139,nPr4rlHCluq/9ahux3awhw==,root,root
1759264531,tomcat2.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth0.network,235,ToPUM/fJqFLun7DDeAuvdA==,root,root
1759264531,tomcat2.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2139,om8eH/A679qWddlg5cstIQ==,root,root
1759265152,tomcat2.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2139,nPr4rlHCluq/9ahux3awhw==,root,root
1759265152,tomcat2.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,120,ryxlRdgOWB1+RNZ2O0ORFQ==,root,root
1759265774,tomcat2.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2139,3EYcdbtG36jL5MyIwmeGVA==,root,root
1759265774,tomcat2.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,120,IZUo6Tm6fOR2wINIvrSwQg==,root,root
1759266395,tomcat2.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth0.network,235,XR+SwQzBzsuOtlQ4EyPOrg==,root,root
1759266395,tomcat2.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2139,om8eH/A679qWddlg5cstIQ==,root,root
1759266395,tomcat2.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,120,f2TF4qbLDvN4pzP5qqQOGA==,root,root
1759267020,tomcat2.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth0.network,235,ToPUM/fJqFLun7DDeAuvdA==,root,root
1759267020,tomcat2.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2139,3EYcdbtG36jL5MyIwmeGVA==,root,root
1759267020,tomcat2.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,120,IZUo6Tm6fOR2wINIvrSwQg==,root,root
