Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
discern-file-so,906.0,36.791355477219795,69.42794874143954,176
python3,296.0,69.1518545510405,93.13033783138204,56
discern-proc-so,909.0,2.2978167427018894,2.8094627718721585,175
pip3,43.0,44.79829755875966,56.71462177255763,8
jbd2/vda2-8,907.0,1.2234138154553784,2.048030194637367,174
kswapd0,858.0,0.5770403186487874,0.6728785505046674,165
systemd,568.0,0.5838750828619279,2.0450674639159487,111
dpkg,17.0,10.799050186936363,12.268497917909189,3
apt-get,28.0,5.310036443005844,13.177738710230486,5
python3.9,5.0,22.282975497928962,22.282975497928962,1
dpkg-deb,6.0,12.547549933821921,12.547549933821921,1
apt,6.0,9.342764465125054,9.342764465125054,1
mandb,6.0,2.829236172847697,2.829236172847697,1
sshd,10.0,1.4384140151657578,1.5136999170670304,2
kworker/0,5.0,0.26121095118856275,0.26121095118856275,1
