# Overall Packet Count: 28867
# Overall Total Bytes: 2094269
# Overall Average Packet Size (Bytes): 72.55
# Overall Capture Duration (Seconds): 5283.000
# Overall Average Rate (Mbps): 0.003

IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
192.168.86.1,192.168.86.2,2283,271128,1206,0.0017985273631840797,0.0064
172.30.0.30,192.168.254.2,224,174358,5,0.2789728,0.96432
107.125.129.147,192.168.86.2,351,23883,3,0.063688,0.106808
107.125.128.123,192.168.86.2,326,22114,3,0.058970666666666664,0.107248
107.125.128.9,192.168.86.2,327,22044,14,0.01259657142857143,0.046464
107.125.128.74,192.168.86.2,315,21548,3,0.057461333333333336,0.090256
107.125.129.210,192.168.86.2,315,21460,3,0.05722666666666667,0.06868
107.125.128.5,192.168.86.2,321,21416,6,0.028554666666666666,0.050128
107.125.128.7,192.168.86.2,320,21330,10,0.017064,0.03264
107.125.128.245,192.168.86.2,321,21316,3,0.056842666666666666,0.097792
107.125.129.204,192.168.86.2,318,21150,3,0.0564,0.092544
107.125.128.95,192.168.86.2,309,20866,6,0.027821333333333333,0.046272
107.125.129.198,192.168.86.2,302,20650,3,0.05506666666666667,0.110112
107.125.128.3,192.168.86.2,298,20169,5,0.0322704,0.054248
107.125.130.65,192.168.86.2,298,20074,3,0.053530666666666664,0.067472
107.125.128.4,192.168.86.2,297,19700,5,0.03152,0.044768
107.125.130.61,192.168.86.2,291,19682,3,0.052485333333333335,0.095008
107.125.128.169,192.168.86.2,290,19678,3,0.05247466666666667,0.095952
107.125.128.156,192.168.86.2,288,19640,3,0.052373333333333334,0.058344
107.125.128.80,192.168.86.2,286,19510,6,0.026013333333333333,0.051408
107.125.128.137,192.168.86.2,292,19334,3,0.05155733333333333,0.079872
107.125.128.68,192.168.86.2,289,19226,3,0.05126933333333333,0.07976
107.125.128.37,192.168.86.2,289,19212,3,0.051232,0.079184
107.125.128.2,192.168.86.2,288,19112,5,0.0305792,0.054224
107.125.129.80,192.168.86.2,289,19112,2,0.076448,0.107072
107.125.128.8,192.168.86.2,288,19108,14,0.010918857142857143,0.028288
107.125.128.100,192.168.86.2,283,18686,8,0.018686,0.052672
107.125.129.3,192.168.86.2,279,18578,3,0.04954133333333333,0.128064
107.125.128.205,192.168.86.2,282,18538,2,0.074152,0.121136
107.125.128.99,192.168.86.2,277,18514,12,0.012342666666666667,0.025664
107.125.128.193,192.168.86.2,281,18498,4,0.036996,0.066128
107.125.129.86,192.168.86.2,267,18238,3,0.048634666666666666,0.055248
107.125.129.224,192.168.86.2,276,18216,4,0.036432,0.052944
107.125.128.107,192.168.86.2,271,17880,6,0.02384,0.050176
107.125.128.21,192.168.86.2,269,17786,13,0.01094523076923077,0.038224
107.125.128.30,192.168.86.2,269,17766,6,0.023688,0.05288
107.125.128.159,192.168.86.2,265,17612,3,0.04696533333333333,0.100784
107.125.128.211,192.168.86.2,263,17460,4,0.03492,0.0632
107.125.130.19,192.168.86.2,262,17238,2,0.068952,0.095312
107.125.129.134,192.168.86.2,251,17210,2,0.06884,0.074024
107.125.130.14,192.168.86.2,258,17186,3,0.04582933333333333,0.066208
107.125.128.198,192.168.86.2,254,17046,3,0.045456,0.069824
107.125.128.187,192.168.86.2,247,16404,5,0.0262464,0.049168
107.125.129.36,192.168.86.2,238,16302,3,0.043472,0.057104
107.125.130.29,192.168.86.2,236,16166,5,0.0258656,0.046016
107.125.129.40,192.168.86.2,228,15418,6,0.020557333333333334,0.040112
172.17.0.2,192.168.86.2,231,15388,54,0.0022797037037037035,0.009056
107.125.128.10,192.168.86.2,226,15228,11,0.01107490909090909,0.026528
107.125.129.61,192.168.86.2,213,14798,4,0.029596,0.056688
107.125.130.43,192.168.86.2,219,14524,3,0.03873066666666666,0.061312
107.125.128.11,192.168.86.2,204,13432,13,0.008265846153846153,0.025728
107.125.128.12,192.168.86.2,194,12838,8,0.012838,0.037264
172.30.0.1,172.30.0.30,123,12787,30,0.003409866666666667,0.014736
107.125.128.1,107.125.128.12,270,11880,149,0.0006378523489932885,0.000704
107.125.128.1,107.125.128.21,267,11748,153,0.0006142745098039216,0.000704
107.125.128.1,107.125.128.13,264,11616,152,0.0006113684210526316,0.000704
107.125.128.1,107.125.128.19,264,11616,146,0.0006364931506849315,0.000704
107.125.128.1,107.125.128.14,264,11616,150,0.00061952,0.000704
107.125.128.1,107.125.128.25,258,11352,143,0.0006350769230769231,0.000704
107.125.128.1,107.125.128.16,252,11088,145,0.000611751724137931,0.000704
107.125.128.1,107.125.128.18,251,11044,142,0.0006221971830985915,0.000704
107.125.128.1,107.125.128.26,251,11044,141,0.0006266099290780142,0.000704
107.125.128.1,192.168.86.2,158,10918,4,0.021836,0.045472
107.125.128.1,107.125.128.17,247,10868,141,0.0006166241134751774,0.000704
107.125.128.1,107.125.128.24,246,10824,136,0.0006367058823529411,0.000704
107.125.128.1,107.125.128.11,243,10692,139,0.0006153669064748201,0.000704
107.125.128.1,107.125.128.15,241,10604,141,0.000601645390070922,0.000704
107.125.128.1,107.125.128.22,241,10604,141,0.000601645390070922,0.000704
107.125.128.1,107.125.128.20,240,10560,140,0.0006034285714285714,0.000704
107.125.128.1,107.125.128.27,239,10516,136,0.0006185882352941176,0.001056
107.125.128.1,107.125.128.23,233,10252,135,0.0006075259259259259,0.000704
107.125.128.1,107.125.128.4,222,9768,140,0.0005581714285714286,0.000704
107.125.128.1,107.125.128.5,222,9768,135,0.0005788444444444445,0.000704
107.125.128.1,107.125.128.3,222,9768,138,0.0005662608695652174,0.000704
107.125.128.1,107.125.128.10,222,9768,144,0.0005426666666666667,0.000704
107.125.128.1,107.125.128.7,220,9680,131,0.0005911450381679389,0.000704
107.125.128.16,192.168.86.2,141,9502,3,0.025338666666666666,0.041128
107.125.128.1,107.125.128.6,215,9460,137,0.0005524087591240876,0.000704
107.125.128.1,107.125.128.9,214,9416,135,0.0005579851851851852,0.000704
107.125.128.14,192.168.86.2,137,9152,4,0.018304,0.04896
107.125.128.24,192.168.86.2,134,9104,5,0.0145664,0.042848
107.125.128.1,107.125.128.8,199,8756,128,0.00054725,0.000704
107.125.128.13,192.168.86.2,123,8350,8,0.00835,0.026072
107.125.128.6,192.168.86.2,119,7894,8,0.007894,0.017264
107.125.128.22,192.168.86.2,108,7394,6,0.009858666666666667,0.02248
107.125.128.23,192.168.86.2,100,6892,6,0.009189333333333334,0.015424
107.125.128.102,192.168.86.2,101,6610,2,0.02644,0.039152
107.125.128.15,192.168.86.2,94,6140,2,0.02456,0.03624
107.125.128.20,192.168.86.2,62,4170,4,0.00834,0.015408
107.125.128.25,192.168.86.2,57,3824,3,0.010197333333333333,0.025216
107.125.128.17,192.168.86.2,56,3696,1,0.029568,0.029568
107.125.128.27,192.168.86.2,39,2776,3,0.007402666666666667,0.01472
107.125.128.19,192.168.86.2,26,1740,1,0.01392,0.01392
172.30.0.1,172.30.0.40,24,1392,12,0.000928,0.000928
172.30.0.1,172.30.0.26,24,1392,12,0.000928,0.000928
172.30.0.1,172.30.0.17,23,1334,13,0.0008209230769230769,0.000928
172.30.0.1,172.30.0.23,23,1334,12,0.0008893333333333333,0.000928
172.30.0.1,172.30.0.20,23,1334,12,0.0008893333333333333,0.000928
172.30.0.1,172.30.0.36,23,1334,12,0.0008893333333333333,0.000928
172.30.0.1,172.30.0.37,23,1334,12,0.0008893333333333333,0.000928
172.30.0.1,172.30.0.39,23,1334,12,0.0008893333333333333,0.000928
172.30.0.1,172.30.0.34,22,1276,12,0.0008506666666666667,0.000928
172.30.0.1,172.30.0.31,22,1276,11,0.000928,0.000928
172.30.0.1,172.30.0.18,22,1276,12,0.0008506666666666667,0.000928
172.30.0.1,172.30.0.21,22,1276,12,0.0008506666666666667,0.000928
172.30.0.1,172.30.0.14,22,1276,12,0.0008506666666666667,0.000928
172.30.0.1,172.30.0.13,22,1276,12,0.0008506666666666667,0.000928
172.30.0.1,172.30.0.29,21,1218,11,0.0008858181818181818,0.000928
172.30.0.1,172.30.0.28,21,1218,11,0.0008858181818181818,0.000928
172.30.0.1,172.30.0.32,21,1218,11,0.0008858181818181818,0.000928
172.30.0.1,172.30.0.12,21,1218,12,0.000812,0.000928
172.30.0.1,172.30.0.22,21,1218,13,0.0007495384615384615,0.000928
172.30.0.1,172.30.0.27,20,1160,11,0.0008436363636363637,0.000928
172.30.0.1,172.30.0.35,20,1160,11,0.0008436363636363637,0.000928
172.30.0.1,172.30.0.16,20,1160,14,0.0006628571428571429,0.000928
172.30.0.1,172.30.0.33,19,1102,10,0.0008816,0.000928
