timestamp,pid,ppid,real_uid,effective_uid,saved_uid,filesystem_uid,real_gid,effective_gid,saved_gid,filesystem_gid,vm_peak,vm_size,vm_hwm,rss_shmem,vm_stk,vm_data,threads,name,state,device_id,cpu
1759262653,340,1,103,103,103,103,109,109,109,109,205262848,205262848,199192576,N/A,135168,197533696,1,dbus-daemon,S (sleeping),smtp1.bnsdq.ozxfs.laefh.kvugl,0.30013755924520097
1759262653,4338,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1954066432,1931149312,48316416,N/A,135168,183574528,14,discern-network,S (sleeping),smtp1.bnsdq.ozxfs.laefh.kvugl,2.229734475877715
1759262653,181,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,171307008,91656192,51838976,4096,135168,36577280,1,systemd-journal,S (sleeping),smtp1.bnsdq.ozxfs.laefh.kvugl,0.19576274340530317
1759262653,64728,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1264619520,1264619520,17182720,N/A,135168,45826048,4,discern-proc-so,R (running),smtp1.bnsdq.ozxfs.laefh.kvugl,2.6204323743855675
1759262653,3950,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1647706112,1580859392,24686592,N/A,135168,82464768,5,discern-interfa,S (sleeping),smtp1.bnsdq.ozxfs.laefh.kvugl,0.0014180716948840966
1759262658,340,1,103,103,103,103,109,109,109,109,205533184,205533184,199569408,N/A,135168,197804032,1,dbus-daemon,S (sleeping),smtp1.bnsdq.ozxfs.laefh.kvugl,0.3000323832186538
1759262658,4338,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1954066432,1931149312,48316416,N/A,135168,183574528,14,discern-network,S (sleeping),smtp1.bnsdq.ozxfs.laefh.kvugl,2.230039340008242
1759262658,181,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,171307008,91656192,51838976,4096,135168,36577280,1,systemd-journal,S (sleeping),smtp1.bnsdq.ozxfs.laefh.kvugl,0.19576089573452168
1759262658,64728,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1264619520,1264619520,17182720,N/A,135168,45826048,4,discern-proc-so,S (sleeping),smtp1.bnsdq.ozxfs.laefh.kvugl,2.62092390597656
1759262658,3950,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1647706112,1580859392,24686592,N/A,135168,82464768,5,discern-interfa,S (sleeping),smtp1.bnsdq.ozxfs.laefh.kvugl,0.0014165916393772465
