# Overall Packet Count: 22816
# Overall Total Bytes: 2712613
# Overall Average Packet Size (Bytes): 118.89
# Overall Capture Duration (Seconds): 3783.000
# Overall Average Rate (Mbps): 0.006

IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
10.10.10.1,10.10.10.2,6006,1262623,931,0.010849606874328678,1.589816
192.168.86.1,192.168.86.2,2307,276468,1225,0.001805505306122449,0.004096
172.30.0.12,192.168.254.2,315,149396,9,0.13279644444444444,0.728208
107.125.129.86,192.168.86.2,209,14326,3,0.03820266666666667,0.06152
107.125.128.123,192.168.86.2,208,14226,3,0.037936,0.076472
107.125.128.13,192.168.86.2,206,14158,9,0.012584888888888889,0.031888
107.125.129.147,192.168.86.2,202,13968,3,0.037248,0.068496
107.125.129.198,192.168.86.2,202,13896,3,0.037056,0.092112
107.125.128.156,192.168.86.2,201,13742,3,0.036645333333333335,0.06732
107.125.129.204,192.168.86.2,204,13646,3,0.036389333333333336,0.06672
107.125.128.80,192.168.86.2,198,13565,5,0.021704,0.033064
107.125.128.3,192.168.86.2,197,13554,5,0.0216864,0.033768
107.125.128.7,192.168.86.2,200,13392,3,0.035712,0.076304
107.125.128.5,192.168.86.2,198,13284,3,0.035424,0.04832
107.125.130.29,192.168.86.2,193,13200,4,0.0264,0.066192
107.125.128.245,192.168.86.2,196,13152,3,0.035072,0.066928
107.125.128.37,192.168.86.2,195,13054,3,0.03481066666666666,0.053952
107.125.128.74,192.168.86.2,191,12958,3,0.034554666666666664,0.076688
107.125.128.6,192.168.86.2,194,12922,3,0.034458666666666665,0.07704
107.125.129.40,192.168.86.2,192,12920,5,0.020672,0.037248
107.125.129.134,192.168.86.2,189,12916,2,0.051664,0.076832
107.125.129.61,192.168.86.2,187,12866,4,0.025732,0.057424
107.125.128.159,192.168.86.2,191,12838,3,0.03423466666666666,0.073232
107.125.129.80,192.168.86.2,193,12824,2,0.051296,0.05536
107.125.128.10,192.168.86.2,186,12776,6,0.017034666666666667,0.037456
