# Overall Packet Count: 366
# Overall Total Bytes: 79338
# Overall Average Packet Size (Bytes): 216.77
# Overall Capture Duration (Seconds): 872.000
# Overall Average Rate (Mbps): 0.001

IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
172.30.0.12,192.168.254.2,227,67640,6,0.09018666666666666,0.182816
172.30.0.1,172.30.0.12,46,4976,5,0.0079616,0.013904
149.248.12.167,172.30.0.12,6,546,2,0.002184,0.002912
fe80::1434:77ff:fed9:a8f,ff02::2,6,426,3,0.001136,0.001136
fe80::f4e8:d1ff:fe15:f57c,ff02::2,6,426,3,0.001136,0.001136
fe80::7875:11ff:fe92:a253,ff02::2,6,426,3,0.001136,0.001136
fe80::e4cf:e9ff:febd:11aa,ff02::2,6,426,3,0.001136,0.001136
fe80::9017:abff:fe69:e083,ff02::2,6,426,3,0.001136,0.001136
fe80::a499:4fff:fe9f:4a57,ff02::2,6,426,3,0.001136,0.001136
fe80::c81:c6ff:fe7b:2e45,ff02::2,6,426,3,0.001136,0.001136
fe80::b050:51ff:fe80:afe1,ff02::2,5,354,3,0.000944,0.001136
fe80::bcd4:85ff:fe94:1cdd,ff02::2,4,284,2,0.001136,0.001136
fe80::d03d:23ff:fec9:d7b9,ff02::2,4,284,2,0.001136,0.001136
fe80::cfb:f7ff:fe44:fc56,ff02::2,4,284,2,0.001136,0.001136
fe80::a0a8:42ff:fe83:6804,ff02::2,4,284,2,0.001136,0.001136
fe80::b0b1:c0ff:fe0b:eaae,ff02::2,4,284,2,0.001136,0.001136
fe80::9896:daff:fe45:9eab,ff02::2,4,284,2,0.001136,0.001136
fe80::94bf:c2ff:fe37:8277,ff02::2,4,284,2,0.001136,0.001136
fe80::8020:3aff:fe7e:e613,ff02::2,4,284,2,0.001136,0.001136
fe80::2875:c2ff:fe40:8a7,ff02::2,4,284,2,0.001136,0.001136
fe80::f87f:8fff:febc:708f,ff02::2,4,284,2,0.001136,0.001136
