# Overall Packet Count: 10126
# Overall Total Bytes: 1805659
# Overall Average Packet Size (Bytes): 178.32
# Overall Capture Duration (Seconds): 1193.000
# Overall Average Rate (Mbps): 0.012

IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
172.30.0.12,192.168.254.2,6819,989376,23,0.3441307826086957,0.842592
10.10.10.1,10.10.10.2,3064,793424,24,0.2644746666666667,1.439688
172.30.0.1,172.30.0.12,90,9872,8,0.009872,0.027968
104.26.13.205,172.30.0.12,19,2384,1,0.019072,0.019072
172.30.0.12,34.117.59.81,16,2069,2,0.008276,0.012264
144.202.0.197,172.30.0.12,8,728,2,0.002912,0.002912
fe80::4caa:7aff:fea4:cf69,ff02::2,6,426,3,0.001136,0.001136
fe80::90b0:38ff:feb7:2410,ff02::2,6,426,3,0.001136,0.001136
fe80::844:c2ff:fe8b:8d58,ff02::2,6,426,3,0.001136,0.001136
fe80::7875:19ff:fe35:99b,ff02::2,6,426,3,0.001136,0.001136
fe80::6c67:2ff:fef7:3c08,ff02::2,6,426,3,0.001136,0.001136
fe80::54ad:d9ff:fe5d:f937,ff02::2,6,426,3,0.001136,0.001136
fe80::f478:42ff:feef:17c1,ff02::2,6,426,3,0.001136,0.001136
fe80::463:63ff:fe50:7e99,ff02::2,6,426,3,0.001136,0.001136
fe80::446c:c2ff:fea2:aab3,ff02::2,6,426,3,0.001136,0.001136
fe80::34c2:fcff:fe14:b862,ff02::2,6,426,3,0.001136,0.001136
fe80::5027:d5ff:fe11:9901,ff02::2,4,284,2,0.001136,0.001136
fe80::6823:2aff:feea:dbbe,ff02::2,4,284,2,0.001136,0.001136
fe80::304d:75ff:fe91:960e,ff02::2,4,284,2,0.001136,0.001136
fe80::6cb5:78ff:fefa:6b8,ff02::2,4,284,2,0.001136,0.001136
fe80::2804:feff:febe:26b3,ff02::2,4,284,2,0.001136,0.001136
fe80::1270:fdff:fe57:e2c,ff02::2,4,284,2,0.001136,0.001136
fe80::b050:51ff:fe80:afe1,ff02::2,4,284,2,0.001136,0.001136
fe80::b4f0:d2ff:feeb:66d8,ff02::2,4,284,2,0.001136,0.001136
fe80::c4b5:81ff:fe06:9d94,ff02::2,4,284,2,0.001136,0.001136
fe80::4cc1:39ff:fe73:f7cc,ff02::2,4,284,2,0.001136,0.001136
fe80::c0de:a9ff:fe43:5436,ff02::2,4,282,3,0.000752,0.001136
fe80::2829:cff:fecc:78a0,ff02::2,3,212,2,0.000848,0.001136
fe80::b8ce:72ff:fe7b:3b97,ff02::2,3,212,2,0.000848,0.001136
