timestamp,device,length,link_protocol,network_protocol,transport_protocol,application_protocol,ip_version,src_ip,dst_ip,src_port,dst_port,arp_operation,arp_protocol,arp_src_proto,arp_dst_proto,eth_src_mac,eth_dst_mac
1759176203,eth0,54,Ethernet,IPv4,N/A,N/A,v4,172.30.0.163,224.0.0.22,N/A,N/A,N/A,N/A,N/A,N/A,,
1759176203,any,112,N/A,IPv6,ICMP,N/A,v6,fe80::b0b5:44ff:feea:219,ff02::179,N/A,N/A,N/A,N/A,N/A,N/A,,
1759176203,eth0,87,Ethernet,IPv6,UDP,N/A,v6,fe80::24f1:23ff:fe29:66,ff02::1:52,5355,5355,N/A,N/A,N/A,N/A,,
1759176203,any,89,N/A,IPv6,UDP,N/A,v6,fe80::24f1:23ff:fe29:66,ff02::1:52,5355,5355,N/A,N/A,N/A,N/A,,
1759176203,eth0,356,Ethernet,IPv4,UDP,N/A,v4,0.0.0.0,255.255.255.255,68,67,N/A,N/A,N/A,N/A,,
1759176203,any,358,N/A,IPv4,UDP,N/A,v4,0.0.0.0,255.255.255.255,68,67,N/A,N/A,N/A,N/A,,
1759176203,eth0,368,Ethernet,IPv4,UDP,N/A,v4,0.0.0.0,255.255.255.255,68,67,N/A,N/A,N/A,N/A,,
1759176203,any,370,N/A,IPv4,UDP,N/A,v4,0.0.0.0,255.255.255.255,68,67,N/A,N/A,N/A,N/A,,
1759176203,eth0,42,Ethernet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,
1759176203,any,44,ARP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2048,172.30.0.163,172.30.0.122,,
1759176203,any,112,N/A,IPv6,ICMP,N/A,v6,fe80::7827:e3ff:fe68:239,ff02::179,N/A,N/A,N/A,N/A,N/A,N/A,,
1759176203,eth1,110,Ethernet,IPv6,ICMP,N/A,v6,fe80::7827:e3ff:fe68:239,ff02::179,N/A,N/A,N/A,N/A,N/A,N/A,,
1759176203,eth2,110,Ethernet,IPv6,ICMP,N/A,v6,fe80::1cf7:15ff:fe39:10,ff02::179,N/A,N/A,N/A,N/A,N/A,N/A,,
1759176203,eth0,42,Ethernet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,
1759176203,any,44,ARP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2048,172.30.0.23,172.30.0.122,,
