timestamp,pid,ppid,real_uid,effective_uid,saved_uid,filesystem_uid,real_gid,effective_gid,saved_gid,filesystem_gid,vm_peak,vm_size,vm_hwm,rss_shmem,vm_stk,vm_data,threads,name,state,device_id,cpu,malicious
1759275569,181,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,154447872,99905536,37404672,4096,135168,28073984,1,systemd-journal,S (sleeping),cache-victim2.bnsdq.ozxfs.vcwss-bomyo.kvugl,0.21579339355970684,0
1759275569,380,1,103,103,103,103,109,109,109,109,38969344,38969344,33394688,N/A,135168,31240192,1,dbus-daemon,S (sleeping),cache-victim2.bnsdq.ozxfs.vcwss-bomyo.kvugl,0.21158162728988622,0
1759275569,114627,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1921449984,1921449984,30482432,N/A,135168,152514560,13,discern-network,S (sleeping),cache-victim2.bnsdq.ozxfs.vcwss-bomyo.kvugl,1.610442281682194,0
1759275569,114656,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1505095680,1505095680,24395776,N/A,135168,73678848,4,discern-interfa,S (sleeping),cache-victim2.bnsdq.ozxfs.vcwss-bomyo.kvugl,0.0,0
1759275569,114657,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1264357376,1264357376,16842752,N/A,135168,45563904,4,discern-proc-so,S (sleeping),cache-victim2.bnsdq.ozxfs.vcwss-bomyo.kvugl,4.830537665965691,0
1759275579,181,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,154447872,99905536,37580800,4096,135168,28073984,1,systemd-journal,S (sleeping),cache-victim2.bnsdq.ozxfs.vcwss-bomyo.kvugl,0.2159070511755809,0
1759275579,380,1,103,103,103,103,109,109,109,109,38969344,38969344,33394688,N/A,135168,31240192,1,dbus-daemon,S (sleeping),cache-victim2.bnsdq.ozxfs.vcwss-bomyo.kvugl,0.21170163769165826,0
1759275579,114799,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1810128896,1810128896,27000832,N/A,135168,109105152,8,discern-network,S (sleeping),cache-victim2.bnsdq.ozxfs.vcwss-bomyo.kvugl,1.299922633414573,0
1759275579,114821,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1505095680,1505095680,22282240,N/A,135168,73678848,4,discern-interfa,S (sleeping),cache-victim2.bnsdq.ozxfs.vcwss-bomyo.kvugl,0.0,0
1759275579,114827,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1264619520,1264619520,16130048,N/A,135168,45826048,4,discern-proc-so,S (sleeping),cache-victim2.bnsdq.ozxfs.vcwss-bomyo.kvugl,5.848935468886686,0
1759275589,181,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,154447872,99905536,37634048,4096,135168,28073984,1,systemd-journal,S (sleeping),cache-victim2.bnsdq.ozxfs.vcwss-bomyo.kvugl,0.2157335803698363,0
1759275589,380,1,103,103,103,103,109,109,109,109,38969344,38969344,33394688,N/A,135168,31240192,1,dbus-daemon,S (sleeping),cache-victim2.bnsdq.ozxfs.vcwss-bomyo.kvugl,0.2116802480600578,0
1759275589,114967,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1647706112,1580597248,23838720,N/A,135168,82202624,5,discern-interfa,S (sleeping),cache-victim2.bnsdq.ozxfs.vcwss-bomyo.kvugl,0.0,0
1759275589,114974,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1264619520,1264619520,16437248,N/A,135168,45826048,4,discern-proc-so,S (sleeping),cache-victim2.bnsdq.ozxfs.vcwss-bomyo.kvugl,4.170418238382367,0
1759275589,114960,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1262841856,1262841856,10543104,N/A,135168,40185856,4,discern-cpu-sor,S (sleeping),cache-victim2.bnsdq.ozxfs.vcwss-bomyo.kvugl,0.0,0
