Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
discern-file-so,1688.0,34.651186874655224,82.87953776466527,338
discern-proc-so,1704.0,2.3376538674855545,14.986866596662512,338
discern-network,1716.0,0.9875651000218676,1.0569699669062647,338
kswapd0,1744.0,0.7593883257509467,0.7821468982448133,338
discern-logs-so,1159.0,0.43521872273540646,0.48815645786652845,225
fstrim,5.0,41.66508586041564,41.66508586041564,1
flooder,348.0,0.5736701156227454,0.6409763998370138,66
systemd-journal,220.0,0.41641797288494126,0.42790910765924095,43
systemd,11.0,0.7560631805747594,0.8578754629345139,2
sshd,5.0,0.7922367803127749,0.7922367803127749,1
