# Overall Packet Count: 3687
# Overall Total Bytes: 793569
# Overall Average Packet Size (Bytes): 215.23
# Overall Capture Duration (Seconds): 894.000
# Overall Average Rate (Mbps): 0.007

IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
10.10.10.1,10.10.10.3,3264,701079,15,0.3739088,1.16208
172.30.0.14,192.168.254.2,282,75826,7,0.08665828571428572,0.151664
172.30.0.1,172.30.0.14,94,10612,9,0.009432888888888888,0.025768
172.30.0.14,34.117.59.81,18,2950,1,0.0236,0.0236
172.30.0.14,172.67.74.152,17,2250,1,0.018,0.018
fe80::2c4b:3dff:feea:b48d,ff02::2,2,142,1,0.001136,0.001136
fe80::68c4:e2ff:fe8a:2f64,ff02::2,2,142,1,0.001136,0.001136
fe80::9017:abff:fe69:e083,ff02::2,2,142,1,0.001136,0.001136
fe80::b0b1:c0ff:fe0b:eaae,ff02::2,2,142,1,0.001136,0.001136
fe80::d03d:23ff:fec9:d7b9,ff02::2,2,142,1,0.001136,0.001136
fe80::d8b6:47ff:fe97:2775,ff02::2,2,142,1,0.001136,0.001136
