timestamp,device_id,location,size,hash,owner,group
1759262701,postgres1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2140,Dk3HW9DziKNNc1c/9H3Kjw==,root,root
1759262701,postgres1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,118,LmAegW8Gt4Ab88n9skZftA==,root,root
1759263087,postgres1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2140,gxVNI6JafjgimTlGE/L5+A==,root,root
1759263087,postgres1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,118,LmAegW8Gt4Ab88n9skZftA==,root,root
1759263709,postgres1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2140,8SUAnyhK7wv2UdeS5vUXvA==,root,root
1759263709,postgres1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,118,Qbsr1MRdugWZ0URKUAc8+g==,root,root
1759264328,postgres1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth0.network,235,ToPUM/fJqFLun7DDeAuvdA==,root,root
1759264328,postgres1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2140,gxVNI6JafjgimTlGE/L5+A==,root,root
1759264328,postgres1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,118,F6jguadva/3z5c9X7dhgBA==,root,root
1759264947,postgres1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth0.network,151,QvN54Zf4z/onIW/NsK/9hQ==,root,root
1759264947,postgres1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2140,8SUAnyhK7wv2UdeS5vUXvA==,root,root
1759264947,postgres1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,118,AnX1YhpJABb8E39EyPv4Zg==,root,root
1759265569,postgres1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth0.network,235,1mtNWUPt/K/rjxiD/mif/A==,root,root
1759265569,postgres1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2140,em2weYzqluMobxXKHz4JaQ==,root,root
1759265569,postgres1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,118,Qbsr1MRdugWZ0URKUAc8+g==,root,root
1759266191,postgres1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth0.network,235,XR+SwQzBzsuOtlQ4EyPOrg==,root,root
1759266191,postgres1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2140,gxVNI6JafjgimTlGE/L5+A==,root,root
1759266817,postgres1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth0.network,235,ToPUM/fJqFLun7DDeAuvdA==,root,root
1759266817,postgres1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2140,ZKjiTgZpvKjSaYBn7HIgrA==,root,root
