timestamp,device_id,interface_name,action,hardware_addr,ips
1759263053,postgres1.bnsdq.ozxfs.laefh.kvugl,eth0,Added,0a:4e:e2:49:4a:c7,172.30.0.61; fe80::84e:e2ff:fe49:5
1759263053,postgres1.bnsdq.ozxfs.laefh.kvugl,eth2,Added,9a:c3:ba:a3:80:96,10.0.1.111; fe80::98c3:baff:fea3:240
1759263053,postgres1.bnsdq.ozxfs.laefh.kvugl,any,Added,N/A,
1759263053,postgres1.bnsdq.ozxfs.laefh.kvugl,bluetooth-monitor,Added,N/A,
1759263053,postgres1.bnsdq.ozxfs.laefh.kvugl,nflog,Added,N/A,
1759263053,postgres1.bnsdq.ozxfs.laefh.kvugl,nfqueue,Added,N/A,
1759263053,postgres1.bnsdq.ozxfs.laefh.kvugl,dbus-session,Added,N/A,
1759263053,postgres1.bnsdq.ozxfs.laefh.kvugl,lo,Added,N/A,127.0.0.1; ::105
1759263053,postgres1.bnsdq.ozxfs.laefh.kvugl,dbus-system,Added,N/A,
1759263053,postgres1.bnsdq.ozxfs.laefh.kvugl,eth1,Added,66:d7:b6:3c:d5:75,107.125.128.150; fe80::64d7:b6ff:fe3c:146
