timestamp,device_id,interface_name,action,hardware_addr,ips,malicious
1759301975,server-attacker.bnsdq.ozxfs.rzona-bomyo.kvugl,lo,Added,N/A,127.0.0.1; ::105,0
1759301975,server-attacker.bnsdq.ozxfs.rzona-bomyo.kvugl,eth0,Added,7a:34:8a:81:52:b8,172.30.0.89; fe80::7834:8aff:fe81:156,0
1759301975,server-attacker.bnsdq.ozxfs.rzona-bomyo.kvugl,eth1,Added,aa:97:bc:90:da:3a,5.6.7.72; fe80::a897:bcff:fe90:7,0
1759301975,server-attacker.bnsdq.ozxfs.rzona-bomyo.kvugl,any,Added,N/A,,0
1759301975,server-attacker.bnsdq.ozxfs.rzona-bomyo.kvugl,bluetooth-monitor,Added,N/A,,0
1759301975,server-attacker.bnsdq.ozxfs.rzona-bomyo.kvugl,nflog,Added,N/A,,0
1759301975,server-attacker.bnsdq.ozxfs.rzona-bomyo.kvugl,nfqueue,Added,N/A,,0
1759301975,server-attacker.bnsdq.ozxfs.rzona-bomyo.kvugl,eth2,Added,16:26:9c:d7:91:eb,10.0.4.167; fe80::1426:9cff:fed7:121,0
1759301975,server-attacker.bnsdq.ozxfs.rzona-bomyo.kvugl,dbus-system,Added,N/A,,0
1759301975,server-attacker.bnsdq.ozxfs.rzona-bomyo.kvugl,dbus-session,Added,N/A,,0
1759302445,server-attacker.bnsdq.ozxfs.rzona-bomyo.kvugl,eth0,Added,82:3b:4f:59:91:bf,172.30.0.163; fe80::803b:4fff:fe59:228,1
1759302445,server-attacker.bnsdq.ozxfs.rzona-bomyo.kvugl,eth2,Added,ae:10:f0:20:d5:3e,10.0.1.111; fe80::ac10:f0ff:fe20:53,1
1759302446,server-attacker.bnsdq.ozxfs.rzona-bomyo.kvugl,nflog,Added,N/A,,1
1759302446,server-attacker.bnsdq.ozxfs.rzona-bomyo.kvugl,nfqueue,Added,N/A,,1
1759302446,server-attacker.bnsdq.ozxfs.rzona-bomyo.kvugl,lo,Added,N/A,127.0.0.1; ::105,1
1759302446,server-attacker.bnsdq.ozxfs.rzona-bomyo.kvugl,eth1,Added,52:b1:93:df:95:76,10.10.10.109; fe80::50b1:93ff:fedf:164,1
1759302446,server-attacker.bnsdq.ozxfs.rzona-bomyo.kvugl,any,Added,N/A,,1
1759302446,server-attacker.bnsdq.ozxfs.rzona-bomyo.kvugl,bluetooth-monitor,Added,N/A,,1
1759302446,server-attacker.bnsdq.ozxfs.rzona-bomyo.kvugl,dbus-system,Added,N/A,,1
1759302446,server-attacker.bnsdq.ozxfs.rzona-bomyo.kvugl,dbus-session,Added,N/A,,1
