# Overall Packet Count: 74744
# Overall Total Bytes: 2330308497
# Overall Average Packet Size (Bytes): 31177.20
# Overall Capture Duration (Seconds): 1041.000
# Overall Average Rate (Mbps): 17.908

IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
172.30.0.12,57.150.97.129,42597,1739070031,94,148.00596008510638,220.957872
172.17.0.2,57.150.97.129,10811,228066386,94,19.40990519148936,54.718464
151.101.128.223,172.30.0.12,3980,104902262,18,46.62322755555556,130.604336
151.101.130.132,172.30.0.12,3074,98345277,12,65.563518,161.695056
151.101.194.132,172.30.0.12,1396,47410700,10,37.92856,116.798112
104.16.100.215,172.30.0.12,1484,31181102,5,49.8897632,90.19564
151.101.66.132,172.30.0.12,817,24317512,3,64.84669866666667,85.596384
104.16.98.215,172.30.0.12,815,18074338,5,28.9189408,81.454472
151.101.128.223,172.17.0.2,1343,14806329,18,6.580590666666667,35.593632
151.101.194.132,172.17.0.2,366,7415741,7,8.47513257142857,16.655552
140.82.116.4,172.30.0.12,422,6812196,2,27.248784,54.182664
151.101.130.132,172.17.0.2,229,4205433,5,6.7286928,10.638336
151.101.64.223,172.30.0.12,293,3111139,8,3.111139,10.815192
172.30.0.12,192.168.254.2,5926,936688,178,0.04209833707865168,0.342
151.101.2.132,172.30.0.12,65,732982,2,2.931928,3.16516
151.101.64.223,172.17.0.2,116,557867,8,0.557867,2.106752
151.101.2.132,172.17.0.2,10,115062,2,0.460248,0.919408
172.30.0.12,3.94.224.37,290,99568,5,0.1593088,0.4244
151.101.192.223,172.30.0.12,32,49892,1,0.399136,0.399136
172.30.0.1,172.30.0.12,317,46210,31,0.01192516129032258,0.04808
172.30.0.12,98.85.153.80,42,18809,2,0.075236,0.102248
172.30.0.12,44.208.254.194,60,7815,4,0.01563,0.046064
172.17.0.2,172.30.0.1,48,6573,13,0.004044923076923077,0.010096
fe80::42:3fff:fe65:ead3,ff02::16,24,2728,15,0.0014549333333333334,0.002848
151.101.192.223,172.17.0.2,11,1903,1,0.015224,0.015224
fe80::42:3fff:fe65:ead3,ff02::1:3,17,1513,6,0.0020173333333333332,0.002848
172.17.0.1,224.0.0.252,16,1104,7,0.0012617142857142857,0.001656
137.190.2.4,172.30.0.12,12,1092,3,0.002912,0.002912
::,ff02::16,11,1032,7,0.0011794285714285715,0.003104
172.17.0.1,224.0.0.22,14,784,10,0.0006272,0.000896
fe80::4814:25ff:fe26:b08f,ff02::2,6,432,6,0.000576,0.000576
fe80::302d:28ff:fe90:68af,ff02::2,6,426,3,0.001136,0.001136
fe80::e4d4:38ff:fef6:4545,ff02::2,6,426,3,0.001136,0.001136
fe80::d4e4:97ff:fe32:e7ff,ff02::2,6,426,3,0.001136,0.001136
fe80::cc1e:1dff:fe35:8d0a,ff02::2,6,426,3,0.001136,0.001136
fe80::5419:ecff:fee2:44e1,ff02::2,6,426,3,0.001136,0.001136
fe80::f4e7:b8ff:fe7d:4bbb,ff02::2,6,426,3,0.001136,0.001136
fe80::1c0b:bdff:fed2:a38c,ff02::16,4,388,3,0.0010346666666666666,0.001472
fe80::4814:25ff:fe26:b08f,ff02::16,4,388,2,0.001552,0.001632
fe80::c7f:d6ff:fe8a:8196,ff02::16,4,388,1,0.003104,0.003104
fe80::3c33:51ff:fec9:d09b,ff02::16,4,388,2,0.001552,0.001632
fe80::a0c5:c5ff:fee4:c97a,ff02::16,4,388,2,0.001552,0.001632
fe80::846e:71ff:fe54:3123,ff02::2,5,354,3,0.000944,0.001136
fe80::b091:dcff:fecf:9a8e,ff02::2,5,354,3,0.000944,0.001136
fe80::78fe:cff:fedc:a88d,ff02::2,5,354,3,0.000944,0.001136
fe80::3c33:51ff:fec9:d09b,ff02::1:3,3,267,1,0.002136,0.002136
fe80::1c0b:bdff:fed2:a38c,ff02::1:3,3,267,1,0.002136,0.002136
fe80::4814:25ff:fe26:b08f,ff02::1:3,3,267,1,0.002136,0.002136
fe80::c7f:d6ff:fe8a:8196,ff02::1:3,3,267,2,0.001068,0.001424
fe80::a0c5:c5ff:fee4:c97a,ff02::1:3,3,267,2,0.001068,0.001424
fe80::c7f:d6ff:fe8a:8196,ff02::2,3,216,3,0.000576,0.000576
fe80::1c0b:bdff:fed2:a38c,ff02::2,3,216,3,0.000576,0.000576
fe80::3c33:51ff:fec9:d09b,ff02::2,2,144,2,0.000576,0.000576
::,ff02::1:ffd2:a38c,1,88,1,0.000704,0.000704
::,ff02::1:ffe4:c97a,1,88,1,0.000704,0.000704
::,ff02::1:ffc9:d09b,1,88,1,0.000704,0.000704
::,ff02::1:ff8a:8196,1,88,1,0.000704,0.000704
::,ff02::1:ff26:b08f,1,88,1,0.000704,0.000704
::,ff02::1:ff65:ead3,1,88,1,0.000704,0.000704
