timestamp,device_id,location,size,hash,owner,group
1759262671,smtp2.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2139,Fd0yXFqlSlb9qbR7INWT4g==,root,root
1759262671,smtp2.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,120,v1JlXxsziHzyepw0T2V5KQ==,root,root
1759263186,smtp2.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth0.network,235,DCbHQm9YF9ayuuAFIE0YKQ==,root,root
1759263812,smtp2.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth0.network,235,ToPUM/fJqFLun7DDeAuvdA==,root,root
1759263812,smtp2.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2139,Mrpi409ecBe/jr7mYRn3qw==,root,root
1759264432,smtp2.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2139,eSgN/AvAVkPaPQe6avV1zQ==,root,root
1759264432,smtp2.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,120,DQA5JNp+nbaT0Use+gy5VQ==,root,root
1759265057,smtp2.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth0.network,235,DCbHQm9YF9ayuuAFIE0YKQ==,root,root
1759265057,smtp2.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2139,Mrpi409ecBe/jr7mYRn3qw==,root,root
1759265057,smtp2.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,120,CvLNK2x5x0+U6giV1opkDQ==,root,root
1759265682,smtp2.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth0.network,235,ToPUM/fJqFLun7DDeAuvdA==,root,root
1759265682,smtp2.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2139,/VeBu/fLw/wJAolyJ4mxUg==,root,root
1759265682,smtp2.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,120,v1JlXxsziHzyepw0T2V5KQ==,root,root
1759266303,smtp2.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth0.network,235,1mtNWUPt/K/rjxiD/mif/A==,root,root
1759266303,smtp2.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,120,6wzuLdNhRTpmvXQOWWDRHA==,root,root
1759266925,smtp2.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth0.network,235,ToPUM/fJqFLun7DDeAuvdA==,root,root
1759266925,smtp2.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2139,Fd0yXFqlSlb9qbR7INWT4g==,root,root
1759266925,smtp2.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,120,v1JlXxsziHzyepw0T2V5KQ==,root,root
