timestamp,device,length,link_protocol,network_protocol,transport_protocol,application_protocol,ip_version,src_ip,dst_ip,src_port,dst_port,arp_operation,arp_protocol,arp_src_proto,arp_dst_proto,eth_src_mac,eth_dst_mac
1759189488,any,112,N/A,IPv6,ICMP,N/A,v6,fe80::e424:3eff:fe44:86,ff02::179,N/A,N/A,N/A,N/A,N/A,N/A,,
1759189488,any,44,ARP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2048,172.30.0.163,172.30.0.122,,
1759189488,any,58,ARP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2048,172.30.0.122,172.30.0.163,,
1759189488,any,58,ARP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2048,172.30.0.122,172.30.0.163,,
1759189488,eth0,42,Ethernet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,
1759189488,eth0,56,Ethernet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,
1759189488,eth0,56,Ethernet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,
1759189488,eth0,111,Ethernet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,
1759189489,eth0,111,Ethernet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,
1759189489,any,113,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,
1759189489,eth0,459,Ethernet,IPv4,TCP,N/A,v4,66.23.198.4,172.30.0.163,9999,45524,N/A,N/A,N/A,N/A,,
1759189489,eth0,66,Ethernet,IPv4,TCP,N/A,v4,172.30.0.163,66.23.198.4,45524,9999,N/A,N/A,N/A,N/A,,
1759189489,any,461,N/A,IPv4,TCP,N/A,v4,66.23.198.4,172.30.0.163,9999,45524,N/A,N/A,N/A,N/A,,
1759189490,eth0,111,Ethernet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,
1759189490,any,113,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,
1759189491,eth0,111,Ethernet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,
1759189491,any,113,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,
1759189492,eth0,70,Ethernet,IPv6,ICMP,N/A,v6,fe80::b019:7fff:fe15:80,ff02::204,N/A,N/A,N/A,N/A,N/A,N/A,,
1759189492,any,72,N/A,IPv6,ICMP,N/A,v6,fe80::b019:7fff:fe15:80,ff02::204,N/A,N/A,N/A,N/A,N/A,N/A,,
1759189492,eth0,90,Ethernet,IPv6,ICMP,N/A,v6,fe80::b019:7fff:fe15:80,ff02::179,N/A,N/A,N/A,N/A,N/A,N/A,,
1759189492,eth0,54,Ethernet,IPv4,N/A,N/A,v4,172.30.0.163,224.0.0.22,N/A,N/A,N/A,N/A,N/A,N/A,,
1759189492,any,92,N/A,IPv6,ICMP,N/A,v6,fe80::b019:7fff:fe15:80,ff02::179,N/A,N/A,N/A,N/A,N/A,N/A,,
1759189492,eth0,91,Ethernet,IPv6,UDP,N/A,v6,fe80::b019:7fff:fe15:80,ff02::1:52,5355,5355,N/A,N/A,N/A,N/A,,
1759189492,any,93,N/A,IPv6,UDP,N/A,v6,fe80::b019:7fff:fe15:80,ff02::1:52,5355,5355,N/A,N/A,N/A,N/A,,
