Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
python3,482.0,149.51524192362763,178.32812155984575,93
discern-file-so,1079.0,65.05129372520072,138.12603451311128,209
discern-proc-so,1073.0,6.072709977056487,13.066379089948803,207
dockerd,705.0,4.649629221210515,11.156354957999643,136
exe,45.0,59.70739139107282,79.5837212051365,8
pip,21.0,87.20369623048371,90.9200398445795,4
discern-network,903.0,1.6284262173198998,2.6495024014599564,174
jbd2/vda2-8,567.0,1.9187790642249618,2.8638214319444537,110
pip3,11.0,48.34350145150653,62.15824286376552,2
apt-get,37.0,13.068132164590587,37.24278880457985,7
cc1,6.0,79.16779374426702,79.16779374426702,1
dpkg,25.0,15.382099062248693,27.731912829156293,5
systemd,355.0,1.058414319488167,4.630834218234298,68
python3.9,6.0,41.39853358871324,41.39853358871324,1
dpkg-deb,5.0,41.47127644042278,41.47127644042278,1
mandb,12.0,8.921887670937943,9.421421720149066,2
apt,16.0,4.168732119622976,6.898723821730381,3
containerd,10.0,3.3571237813871306,5.355738370088823,2
python,6.0,4.834225527791156,4.834225527791156,1
docker,10.0,2.538126021729512,3.086893241065199,2
sh,5.0,3.5909468842784436,3.590946884278443,1
