# Overall Packet Count: 66779
# Overall Total Bytes: 2121166553
# Overall Average Packet Size (Bytes): 31763.98
# Overall Capture Duration (Seconds): 1096.000
# Overall Average Rate (Mbps): 15.483

IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
172.30.0.12,57.150.97.129,37209,1601175610,75,170.79206506666668,241.864288
172.17.0.2,57.150.97.129,8795,171092433,74,18.496479243243243,46.36176
151.101.130.132,172.30.0.12,3361,108727346,15,57.98791786666666,154.855088
151.101.128.223,172.30.0.12,3660,99035538,17,46.60495905882353,135.954112
151.101.66.132,172.30.0.12,1245,37730609,9,33.538319111111115,106.185848
104.16.100.215,172.30.0.12,2234,31810043,6,42.413390666666665,97.284216
151.101.194.132,172.30.0.12,1013,27853454,4,55.706908,87.401344
151.101.128.223,172.17.0.2,1306,22113604,16,11.056802,38.626304
140.82.116.3,172.30.0.12,464,7666472,2,30.665888,61.138832
151.101.130.132,172.17.0.2,315,6013811,6,8.018414666666667,13.501288
151.101.66.132,172.17.0.2,258,3564764,5,5.7036224,11.158288
104.16.97.215,172.30.0.12,158,2050712,3,5.468565333333333,8.761328
151.101.192.223,172.30.0.12,178,1184745,6,1.57966,7.325888
172.30.0.12,192.168.254.2,5363,833912,162,0.04118083950617284,0.219424
172.30.0.12,98.85.153.80,227,71518,2,0.286072,0.569456
172.30.0.1,172.30.0.12,363,53221,36,0.011826888888888889,0.056176
172.30.0.12,44.208.254.194,134,51472,6,0.06862933333333333,0.219176
151.101.192.223,172.17.0.2,55,46138,6,0.061517333333333334,0.213328
172.30.0.12,3.94.224.37,136,43202,5,0.0691232,0.193928
104.16.101.215,172.30.0.12,61,26099,5,0.0417584,0.087984
172.17.0.2,172.30.0.1,45,5317,16,0.0026585,0.00816
fe80::42:12ff:fe23:d138,ff02::16,25,2780,15,0.0014826666666666666,0.003424
fe80::42:12ff:fe23:d138,ff02::1:3,16,1424,9,0.0012657777777777778,0.002136
172.17.0.1,224.0.0.252,17,1173,9,0.0010426666666666666,0.001656
::,ff02::16,12,1164,6,0.001552,0.00416
137.190.2.4,172.30.0.12,12,1092,3,0.002912,0.002912
172.17.0.1,224.0.0.22,14,784,11,0.0005701818181818182,0.000896
fe80::b870:ccff:fe4c:c196,ff02::2,6,432,6,0.000576,0.000576
fe80::ccba:91ff:fe44:9c4e,ff02::2,6,426,3,0.001136,0.001136
fe80::3444:c4ff:fe50:590d,ff02::2,6,426,3,0.001136,0.001136
fe80::9c98:fff:fe65:80b7,ff02::2,6,426,3,0.001136,0.001136
fe80::9089:70ff:fe34:c40e,ff02::2,6,426,3,0.001136,0.001136
fe80::846e:71ff:fe54:3123,ff02::2,6,426,3,0.001136,0.001136
fe80::78ea:37ff:feb9:8949,ff02::2,6,426,3,0.001136,0.001136
fe80::5c89:66ff:fe81:4786,ff02::2,6,426,3,0.001136,0.001136
fe80::cc1e:1dff:fe35:8d0a,ff02::2,6,426,3,0.001136,0.001136
fe80::f4af:deff:fe14:dc4a,ff02::2,6,426,3,0.001136,0.001136
fe80::3c6f:f8ff:fec7:a958,ff02::16,4,388,2,0.001552,0.001632
fe80::b870:ccff:fe4c:c196,ff02::16,4,388,2,0.001552,0.001632
fe80::48ab:9ff:fe8a:e182,ff02::16,4,388,2,0.001552,0.001632
fe80::30a8:c3ff:fe61:4182,ff02::16,3,276,1,0.002208,0.002208
fe80::2097:a7ff:fec9:16a,ff02::16,3,276,2,0.001104,0.001472
fe80::b870:ccff:fe4c:c196,ff02::1:3,3,267,2,0.001068,0.001424
fe80::3c6f:f8ff:fec7:a958,ff02::1:3,3,267,2,0.001068,0.001424
fe80::2097:a7ff:fec9:16a,ff02::1:3,3,267,2,0.001068,0.001424
fe80::48ab:9ff:fe8a:e182,ff02::1:3,3,267,2,0.001068,0.001424
fe80::30a8:c3ff:fe61:4182,ff02::2,3,216,3,0.000576,0.000576
fe80::30a8:c3ff:fe61:4182,ff02::1:3,2,178,1,0.001424,0.001424
::,ff02::1:ffc9:16a,1,88,1,0.000704,0.000704
::,ff02::1:ffc7:a958,1,88,1,0.000704,0.000704
::,ff02::1:ff61:4182,1,88,1,0.000704,0.000704
::,ff02::1:ff4c:c196,1,88,1,0.000704,0.000704
::,ff02::1:ff23:d138,1,88,1,0.000704,0.000704
::,ff02::1:ff8a:e182,1,88,1,0.000704,0.000704
fe80::48ab:9ff:fe8a:e182,ff02::2,1,72,1,0.000576,0.000576
fe80::3c6f:f8ff:fec7:a958,ff02::2,1,72,1,0.000576,0.000576
