# Overall Packet Count: 5850
# Overall Total Bytes: 10146510
# Overall Average Packet Size (Bytes): 1734.45
# Overall Capture Duration (Seconds): 2943.000
# Overall Average Rate (Mbps): 0.028

IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
172.30.0.13,192.168.254.2,3113,9786552,23,3.4040180869565217,62.80976
10.1.2.2,10.1.2.3,2243,302866,136,0.01781564705882353,0.058104
172.30.0.1,172.30.0.13,138,15827,23,0.0055050434782608695,0.007184
10.1.1.2,10.1.2.2,54,6147,12,0.004098,0.00772
172.30.0.13,199.7.83.42,40,4920,2,0.01968,0.019848
172.30.0.13,192.36.148.17,21,4114,2,0.016456,0.031312
172.30.0.13,192.58.128.30,20,3674,2,0.014696,0.022928
172.30.0.13,192.42.93.30,19,3484,1,0.027872,0.027872
127.0.0.1,127.0.0.1,18,3098,4,0.006196,0.012048
172.30.0.13,193.0.14.129,20,2633,2,0.010532,0.0174
102.129.185.135,172.30.0.13,12,1092,3,0.002912,0.002912
172.30.0.13,192.112.36.4,4,1050,1,0.0084,0.0084
172.30.0.13,192.52.178.30,4,842,1,0.006736,0.006736
fe80::dc82:23ff:feb2:880a,ff02::2,8,568,4,0.001136,0.001136
fe80::c8d8:36ff:fecf:937a,ff02::2,8,568,4,0.001136,0.001136
fe80::8406:c9ff:fe8a:aed5,ff02::2,8,568,4,0.001136,0.001136
fe80::60b4:13ff:fec6:d3b8,ff02::2,8,568,4,0.001136,0.001136
fe80::2441:49ff:febd:f6f3,ff02::2,8,568,4,0.001136,0.001136
fe80::203a:aff:fe99:66e5,ff02::2,8,568,4,0.001136,0.001136
fe80::18db:2fff:fe8f:13e1,ff02::2,8,568,4,0.001136,0.001136
fe80::1433:c5ff:fe58:f103,ff02::2,8,568,4,0.001136,0.001136
fe80::f035:80ff:fec0:d0fd,ff02::2,8,568,4,0.001136,0.001136
fe80::cd3:68ff:fe92:f447,ff02::2,7,496,4,0.000992,0.001136
fe80::6063:7fff:fea1:5d49,ff02::2,6,426,3,0.001136,0.001136
fe80::98b5:e7ff:feff:1709,ff02::2,6,426,3,0.001136,0.001136
fe80::a8e6:93ff:fe51:85a8,ff02::2,6,426,3,0.001136,0.001136
fe80::b050:51ff:fe80:afe1,ff02::2,6,426,3,0.001136,0.001136
fe80::b451:faff:fec4:bb29,ff02::2,6,426,3,0.001136,0.001136
fe80::c0d5:34ff:fec9:ef84,ff02::2,6,426,3,0.001136,0.001136
fe80::c95:8bff:fed4:a025,ff02::2,6,426,3,0.001136,0.001136
fe80::d892:1bff:fe48:2dd2,ff02::2,6,426,3,0.001136,0.001136
fe80::d8a6:92ff:fe1d:3e66,ff02::2,6,426,3,0.001136,0.001136
fe80::10eb:f5ff:fe06:90c1,ff02::2,4,282,3,0.000752,0.001136
fe80::c076:b7ff:fe41:9aae,ff02::2,4,282,3,0.000752,0.001136
fe80::2c4b:3dff:feea:b48d,ff02::2,2,142,1,0.001136,0.001136
::1,::1,1,63,1,0.000504,0.000504
