timestamp,device_id,location,size,hash,owner,group
1759275626,attacker.bnsdq.ozxfs.vcwss.kvugl,/etc/systemd/network/eth0.network,235,ToPUM/fJqFLun7DDeAuvdA==,root,root
1759275626,attacker.bnsdq.ozxfs.vcwss.kvugl,/etc/systemd/network/eth1.network,185,vC4gm8txUPEoMYSwWteauA==,root,root
1759275626,attacker.bnsdq.ozxfs.vcwss.kvugl,/etc/systemd/network/eth2.network,185,dEd2yDTw3uJfDD6boQmNrg==,root,root
1759276257,attacker.bnsdq.ozxfs.vcwss.kvugl,/tmp/port-results,0,1B2M2Y8AsgTpgAmY7PhCfg==,user1,user1
1759276257,attacker.bnsdq.ozxfs.vcwss.kvugl,/etc/systemd/network/eth0.network,151,QvN54Zf4z/onIW/NsK/9hQ==,root,root
1759276257,attacker.bnsdq.ozxfs.vcwss.kvugl,/etc/systemd/network/eth1.network,185,OM/0lE3KSihWqrkmB7sFlg==,root,root
1759276889,attacker.bnsdq.ozxfs.vcwss.kvugl,/tmp/count.blankcanvas,2,iXMWkpF2Rk68mtCF8x5yhA==,root,root
1759277534,attacker.bnsdq.ozxfs.vcwss.kvugl,/etc/ettercap/etter.dns,4707,9bxJvqGL8r7uVbevK4DW4w==,root,root
1759277534,attacker.bnsdq.ozxfs.vcwss.kvugl,/etc/systemd/network/eth0.network,235,ToPUM/fJqFLun7DDeAuvdA==,root,root
1759277534,attacker.bnsdq.ozxfs.vcwss.kvugl,/etc/systemd/network/eth1.network,185,Fv97bs/WljYxD/Z9QicIKg==,root,root
1759278178,attacker.bnsdq.ozxfs.vcwss.kvugl,/root/.bash_history,231,aLZiWOsMBJxoFIIesFVHyg==,root,root
1759278178,attacker.bnsdq.ozxfs.vcwss.kvugl,/etc/systemd/network/eth0.network,151,QvN54Zf4z/onIW/NsK/9hQ==,root,root
1759278227,attacker.bnsdq.ozxfs.vcwss.kvugl,/root/.bash_history,231,aLZiWOsMBJxoFIIesFVHyg==,root,root
1759278227,attacker.bnsdq.ozxfs.vcwss.kvugl,/etc/systemd/network/eth1.network,185,tRkqa7JrEMaBbmx75/zpWA==,root,root
1759278227,attacker.bnsdq.ozxfs.vcwss.kvugl,/etc/systemd/network/eth2.network,185,WB/R0KlCPDOTV9TDakIgog==,root,root
