Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
discern-file-so,1124.0,69.18728381377431,137.02583396245402,218
python3,503.0,138.93072113462458,177.256604135543,98
discern-proc-so,1126.0,6.020132250352594,12.601629234399807,217
exe,66.0,58.92557882704511,97.52672446854876,12
dockerd,730.0,4.871027377866683,7.127639271822129,141
discern-network,943.0,2.1900408331978194,3.5491076726142747,181
pip,27.0,76.0521160675952,90.86855807561376,6
jbd2/vda2-8,390.0,1.7967316112289777,2.342169247872043,74
dpkg,26.0,22.314070300114466,42.2590296769892,5
dpkg-deb,15.0,37.04769199638811,44.759644098006774,3
pip3,10.0,45.61626474223461,59.075205218036395,2
cc1,5.0,79.63017232693271,79.63017232693271,1
discern-logs-so,175.0,2.1141665749115384,2.235844851178757,34
kworker/u8,83.0,4.279383871967701,15.586459079086838,15
systemd,324.0,1.0265398605332372,2.0628272585519314,61
apt-get,36.0,8.620991880097316,18.300186258669683,7
store,6.0,29.804891986891576,29.804891986891576,1
python,10.0,12.898137000267118,18.5004837159598,2
apt,15.0,5.446930145938459,9.461333109259751,3
mandb,10.0,7.177647148827328,7.352658600432103,2
kworker/0,11.0,3.772414210506926,5.423154534216912,2
frontend,5.0,4.035756960929434,4.035756960929434,1
git-remote-http,6.0,3.094553393494652,3.0945533934946523,1
http,6.0,2.5689092026856932,2.5689092026856932,1
docker,5.0,0.8614746924250094,0.8614746924250093,1
