Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
server.py,937.0,61.13316605554171,65.93200442130502,180
discern-file-so,1111.0,37.76143770096451,89.04419627331418,214
discern-proc-so,1109.0,2.1701858534818137,2.408312715071345,213
jbd2/vda2-8,1119.0,1.3817552378069464,3.2526251529961048,214
kswapd0,740.0,0.6128099601086371,0.6592286041618527,142
discern-network,509.0,0.6921068938791816,1.2948982741467512,98
systemd,23.0,0.8048162231553269,0.8217493199968089,5
sshd,12.0,0.8779191292336043,1.1600882249415245,2
python3,5.0,1.5180470945313724,1.5180470945313724,1
systemd-journal,6.0,0.5848737841667422,0.5848737841667422,1
