timestamp,device_id,load_core_0,load_core_1,load_core_2,load_core_3
1759315659,learner.bnsdq.ozxfs.fkiya.kvugl,0,0,0,0
1759315665,learner.bnsdq.ozxfs.fkiya.kvugl,3.030303030305292,2.9999999999972715,7.0707070707079405,2.9999999999972715
1759315671,learner.bnsdq.ozxfs.fkiya.kvugl,4.950495049507235,3.000000000002956,4.000000000002046,2.9702970297052547
1759315677,learner.bnsdq.ozxfs.fkiya.kvugl,31.958762886604763,53.0612244898235,47.474747474754956,33.67346938775865
1759315683,learner.bnsdq.ozxfs.fkiya.kvugl,63.106796116495914,44.554455445539425,34.343434343445125,41.99999999999591
1759315689,learner.bnsdq.ozxfs.fkiya.kvugl,38.999999999998636,40.59405940592867,44.32989690722049,37.11340206184733
1759315695,learner.bnsdq.ozxfs.fkiya.kvugl,36.734693877551734,37.11340206184733,38.999999999998636,38.999999999998636
1759315701,learner.bnsdq.ozxfs.fkiya.kvugl,18.18181818182288,25.742574257413654,31.31313131313845,20.20202020202351
1759315707,learner.bnsdq.ozxfs.fkiya.kvugl,0.9999999999990905,0,1.9801980198006428,0.9999999999990905
1759315713,learner.bnsdq.ozxfs.fkiya.kvugl,6.999999999999318,5.000000000001137,3.000000000002956,6.930693069304758
1759315719,learner.bnsdq.ozxfs.fkiya.kvugl,10.000000000002274,9.090909090904393,4.040404040406998,6.930693069304758
1759315725,learner.bnsdq.ozxfs.fkiya.kvugl,0,0.9999999999990905,1.980198019799751,0
1759315731,learner.bnsdq.ozxfs.fkiya.kvugl,0.9999999999990905,0.9999999999990905,0.9999999999990905,2.0000000000038654
1759315737,learner.bnsdq.ozxfs.fkiya.kvugl,1.960784313723742,0.9900990099003214,0,0.9999999999990905
1759315743,learner.bnsdq.ozxfs.fkiya.kvugl,0,0.9999999999990905,0,2.0000000000038654
1759315749,learner.bnsdq.ozxfs.fkiya.kvugl,4.040404040405143,5.000000000006821,2.0408163265287182,11.999999999994998
1759315755,learner.bnsdq.ozxfs.fkiya.kvugl,3.0303030303066842,5.940594059404882,7.000000000005002,5.940594059407556
1759315761,learner.bnsdq.ozxfs.fkiya.kvugl,12.24489795918391,16.161616161622252,9.900990099010013,7.0707070707079405
1759315767,learner.bnsdq.ozxfs.fkiya.kvugl,9.183673469385033,3.0303030303066842,3.0303030303009426,6.060606060604843
1759315773,learner.bnsdq.ozxfs.fkiya.kvugl,2.0000000000038654,2.0000000000038654,1.999999999998181,3.999999999996362
