timestamp,device_id,interface_name,action,hardware_addr,ips
1759301904,attacker.bnsdq.ozxfs.rzona.kvugl,dbus-system,Added,N/A,
1759301904,attacker.bnsdq.ozxfs.rzona.kvugl,dbus-session,Added,N/A,
1759301904,attacker.bnsdq.ozxfs.rzona.kvugl,lo,Added,N/A,127.0.0.1; ::105
1759301904,attacker.bnsdq.ozxfs.rzona.kvugl,eth1,Added,c2:92:dd:95:43:ea,1.1.2.228; fe80::c092:ddff:fe95:158
1759301904,attacker.bnsdq.ozxfs.rzona.kvugl,any,Added,N/A,
1759301904,attacker.bnsdq.ozxfs.rzona.kvugl,nfqueue,Added,N/A,
1759301904,attacker.bnsdq.ozxfs.rzona.kvugl,eth0,Added,4e:f9:2a:d3:28:20,172.30.0.163; fe80::4cf9:2aff:fed3:142
1759301904,attacker.bnsdq.ozxfs.rzona.kvugl,eth2,Added,66:b2:c6:48:bb:3d,10.0.1.111; fe80::64b2:c6ff:fe48:152
1759301904,attacker.bnsdq.ozxfs.rzona.kvugl,bluetooth-monitor,Added,N/A,
1759301904,attacker.bnsdq.ozxfs.rzona.kvugl,nflog,Added,N/A,
