Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
discern-file-so,1030.0,36.72838106874858,72.01986901267881,198
python3,312.0,63.37849426561908,90.19120656461311,58
discern-proc-so,1028.0,2.2205579804831563,2.690217887278181,197
pip3,32.0,45.5299598077374,61.23449113576613,6
jbd2/vda2-8,1023.0,1.115869524971492,2.122777371873424,196
kswapd0,975.0,0.5783522877675515,0.67865156422899,187
systemd,661.0,0.5488713267036998,2.180276347468851,128
apt-get,26.0,6.06581556159894,16.97518113746617,5
dpkg,15.0,9.249008258370743,11.14603866348161,3
dpkg-deb,5.0,22.148999409666125,22.148999409666125,1
apt,5.0,11.639514076127044,11.639514076127044,1
kworker/u2,42.0,0.9645921595876129,2.232578269083603,8
mandb,6.0,2.6651123747697705,2.6651123747697705,1
sshd,6.0,1.51808389353623,1.51808389353623,1
