timestamp,device_id,load_core_0,malicious
1759305676,client-victim1.bnsdq.ozxfs.rzona-vmdrv.kvugl,3.999999999996362,0
1759305682,client-victim1.bnsdq.ozxfs.rzona-vmdrv.kvugl,4.950495049499378,0
1759305688,client-victim1.bnsdq.ozxfs.rzona-vmdrv.kvugl,11.881188118798509,0
1759305694,client-victim1.bnsdq.ozxfs.rzona-vmdrv.kvugl,5.8823529411686035,0
1759305700,client-victim1.bnsdq.ozxfs.rzona-vmdrv.kvugl,9.000000000014552,0
1759305706,client-victim1.bnsdq.ozxfs.rzona-vmdrv.kvugl,12.121212121226737,0
1759305712,client-victim1.bnsdq.ozxfs.rzona-vmdrv.kvugl,100,0
1759305718,client-victim1.bnsdq.ozxfs.rzona-vmdrv.kvugl,99.9999999998622,0
1759305724,client-victim1.bnsdq.ozxfs.rzona-vmdrv.kvugl,99.99999999992895,0
1759305730,client-victim1.bnsdq.ozxfs.rzona-vmdrv.kvugl,99.99999999993378,0
1759305736,client-victim1.bnsdq.ozxfs.rzona-vmdrv.kvugl,99.99999999997749,0
1759305742,client-victim1.bnsdq.ozxfs.rzona-vmdrv.kvugl,100,0
1759305748,client-victim1.bnsdq.ozxfs.rzona-vmdrv.kvugl,18.999999999970896,0
1759305754,client-victim1.bnsdq.ozxfs.rzona-vmdrv.kvugl,25.99999999999909,0
1759305760,client-victim1.bnsdq.ozxfs.rzona-vmdrv.kvugl,16.99999999998454,0
1759305766,client-victim1.bnsdq.ozxfs.rzona-vmdrv.kvugl,0,0
1759305772,client-victim1.bnsdq.ozxfs.rzona-vmdrv.kvugl,14.141414141378414,0
1759305778,client-victim1.bnsdq.ozxfs.rzona-vmdrv.kvugl,2.9999999999972715,0
1759305784,client-victim1.bnsdq.ozxfs.rzona-vmdrv.kvugl,0.9900990098998755,0
1759305790,client-victim1.bnsdq.ozxfs.rzona-vmdrv.kvugl,17.17171717170534,0
1759305796,client-victim1.bnsdq.ozxfs.rzona-vmdrv.kvugl,18.18181818182862,0
1759305802,client-victim1.bnsdq.ozxfs.rzona-vmdrv.kvugl,0.9900990098998755,0
1759305808,client-victim1.bnsdq.ozxfs.rzona-vmdrv.kvugl,3.960396039599502,0
1759305814,client-victim1.bnsdq.ozxfs.rzona-vmdrv.kvugl,5.00000000001819,0
1759305816,client-victim1.bnsdq.ozxfs.rzona-vmdrv.kvugl,15.000000000009095,1
1759305821,client-victim1.bnsdq.ozxfs.rzona-vmdrv.kvugl,34.135472370796016,1
1759305827,client-victim1.bnsdq.ozxfs.rzona-vmdrv.kvugl,8.092783505169205,1
1759305833,client-victim1.bnsdq.ozxfs.rzona-vmdrv.kvugl,32.00000000005184,1
1759305839,client-victim1.bnsdq.ozxfs.rzona-vmdrv.kvugl,16.831683168300785,1
1759305845,client-victim1.bnsdq.ozxfs.rzona-vmdrv.kvugl,8.999999999991815,1
