timestamp,device_id,location,size,hash,owner,group
1759262727,vnc1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth0.network,235,ToPUM/fJqFLun7DDeAuvdA==,root,root
1759262727,vnc1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2139,cZHzc4JDic/EFtHZf4TlDA==,root,root
1759262727,vnc1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,120,F1LbO9xmov8WBDGbc/9eZA==,root,root
1759263302,vnc1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2139,QvVOPXoebS+dYCmqkbt1tw==,root,root
1759263302,vnc1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,120,k7eFJGyQr7aL3AkrXgL2CA==,root,root
1759263925,vnc1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth0.network,235,ToPUM/fJqFLun7DDeAuvdA==,root,root
1759263925,vnc1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2139,Q+SmzlRFYsQtQTopzIp1TA==,root,root
1759263925,vnc1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,120,F1LbO9xmov8WBDGbc/9eZA==,root,root
1759264547,vnc1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2139,QvVOPXoebS+dYCmqkbt1tw==,root,root
1759265168,vnc1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth0.network,235,XR+SwQzBzsuOtlQ4EyPOrg==,root,root
1759265168,vnc1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2139,yQQhLxnWt/td1h2cuBVfmw==,root,root
1759265790,vnc1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,120,Sh91PJkF9CKPr9HOfGDRzQ==,root,root
1759266413,vnc1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth0.network,235,ToPUM/fJqFLun7DDeAuvdA==,root,root
1759266413,vnc1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2139,cZHzc4JDic/EFtHZf4TlDA==,root,root
1759266413,vnc1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,120,F1LbO9xmov8WBDGbc/9eZA==,root,root
1759267034,vnc1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth0.network,235,DCbHQm9YF9ayuuAFIE0YKQ==,root,root
1759267034,vnc1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2139,QvVOPXoebS+dYCmqkbt1tw==,root,root
1759267034,vnc1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,120,mT+wJPIXX8EDCEHHiggWyQ==,root,root
