timestamp,device_id,interface_name,action,hardware_addr,ips
1759263266,vnc1.bnsdq.ozxfs.laefh.kvugl,lo,Added,N/A,127.0.0.1; ::105
1759263266,vnc1.bnsdq.ozxfs.laefh.kvugl,eth0,Added,72:86:a1:82:a7:8e,172.30.0.43; fe80::7086:a1ff:fe82:22
1759263266,vnc1.bnsdq.ozxfs.laefh.kvugl,eth1,Added,ca:87:62:99:c5:51,107.125.128.9; fe80::c887:62ff:fe99:43
1759263266,vnc1.bnsdq.ozxfs.laefh.kvugl,eth2,Added,5e:85:75:e3:a0:58,10.0.11.73; fe80::5c85:75ff:fee3:196
1759263266,vnc1.bnsdq.ozxfs.laefh.kvugl,any,Added,N/A,
1759263266,vnc1.bnsdq.ozxfs.laefh.kvugl,nfqueue,Added,N/A,
1759263266,vnc1.bnsdq.ozxfs.laefh.kvugl,dbus-session,Added,N/A,
1759263266,vnc1.bnsdq.ozxfs.laefh.kvugl,bluetooth-monitor,Added,N/A,
1759263266,vnc1.bnsdq.ozxfs.laefh.kvugl,nflog,Added,N/A,
1759263266,vnc1.bnsdq.ozxfs.laefh.kvugl,dbus-system,Added,N/A,
