timestamp,device_id,location,size,hash,owner,group
1759246418,compromised.bnsdq.ozxfs.bomyo.kvugl,/etc/systemd/network/eth1.network,261,GePQC2KeEQjEYt6YfDLR6Q==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/System.map-5.10.0-20-amd64,659,KZj29Eq77/CR4dvbHwUBeA==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/System.map-5.10.0-29-amd64,659,LTgT8qA5cOf82azlWSd9dA==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/config-5.10.0-20-amd64,237028,tYeA6NM13AyM7k8jMGmQiw==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/config-5.10.0-29-amd64,236902,Kwxj2yQF80tHP6DPvbnyew==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/efi/EFI/debian/BOOTX64.CSV,684,488MsRaxh7BRUbWwjPI2nw==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/efi/EFI/debian/fbx64.efi,88472,YdCUE/KZCZIbIJ9TLzKUlA==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/efi/EFI/debian/grub.cfg,702,saCrenIQRVREN7TWaLSAMw==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/efi/EFI/debian/grubx64.efi,4151296,AZASClTPFdpaEj7aeqPnwg==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/efi/EFI/debian/mmx64.efi,852344,ndCMeHB4140lgW9LtWF0kg==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/efi/EFI/debian/shimx64.efi,953624,s1Wq1J81+tRVaUe9dV3pIA==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/efi/EFI/merge/BOOTX64.CSV,684,ytLBgAwZQlJJVpsxjVMBYw==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/efi/EFI/merge/fbx64.efi,88472,QnQogoRYiD349MwxxmXk1Q==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/efi/EFI/merge/grub.cfg,702,uJHnHK/hD2mliDCfopBIBQ==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/efi/EFI/merge/grubx64.efi,4151296,f/v8YqAusK9E8F9BjN23Bg==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/efi/EFI/merge/mmx64.efi,852344,uVzRLLe0eYvM/GIVhVT1RQ==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/efi/EFI/merge/shimx64.efi,953624,G6+bUmMDgCuiKm7yUxSShQ==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/efi/NvVars,12514,bzDmFpjPnqsLBYpW9JCtoQ==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/grub/fonts/unicode.pf2,2394684,1tDSDAm9RaKb5Wg52UYQig==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/grub/grub.cfg,7644,HtN5NXOCXDyoPJBcp8PExA==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/grub/grubenv,1600,Vr7V2STy6E4Tn7nBN8isQg==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/grub/locale/ast.mo,121129,lk+kTV1KNXgoCZVI/+OEEw==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/grub/locale/ca.mo,121551,olAaMQbe0ZqxWEylPsz/dw==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/grub/locale/da.mo,113221,tqGIAITsf9gsCoS8NzODYA==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/grub/locale/de.mo,126696,NK+Bc/KzuliYZloPsOz7VQ==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/grub/locale/de@hebrew.mo,190538,2Q7EFpH49Rp2SB8KJtXzfQ==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/grub/locale/de_CH.mo,39437,FLz7mSbkStqRkjhmsiYZnA==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/grub/locale/en@arabic.mo,157097,8QSVlwAQ5uMahhZeQdKYKA==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/grub/locale/en@cyrillic.mo,148240,KlfvRE335xPdcdJ6sdmzyQ==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/grub/locale/en@greek.mo,148237,YMbDQ/ccgKZFiMrgazQ6lQ==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/grub/locale/en@hebrew.mo,170026,lYmYGc8QP4D11DjFWPZNlg==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/grub/locale/en@piglatin.mo,131318,Sst0GAi/y6fd7y5QNiZBtA==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/grub/locale/en@quot.mo,115961,2DBoAKFj9gvI2dVLSYN6Eg==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/grub/locale/eo.mo,43329,FTytnI10joVO534NeSafGg==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/grub/locale/es.mo,124126,90oqGTK7K3TViPvuV5IDvA==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/grub/locale/fi.mo,124918,byk3d/34pvc6P+wX4WyW6g==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/grub/locale/fr.mo,132361,VMxdH7Jn6w1j02NicLzy4A==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/grub/locale/gl.mo,97945,6d3PecSwDjNxALuDfudj+w==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/grub/locale/hr.mo,122786,GjqP6uBXPZ+QNrMjl3Xkbw==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/grub/locale/hu.mo,125031,nou2o0+abQZQ5ogHvhUCng==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/grub/locale/id.mo,28822,ay86P8CCCRgr18IVd5dRxw==,root,root
1759247040,compromised.bnsdq.ozxfs.bomyo.kvugl,/boot/grub/locale/it.mo,118707,ScUhoPNpj9KSQPihlZGuew==,root,root
