timestamp,device,length,link_protocol,network_protocol,transport_protocol,application_protocol,ip_version,src_ip,dst_ip,src_port,dst_port,arp_operation,arp_protocol,arp_src_proto,arp_dst_proto,eth_src_mac,eth_dst_mac,malicious
1759273818,eth1,221,Ethernet,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,33788,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,66,Ethernet,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,33788,1339,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,1136,Ethernet,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,33788,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,66,Ethernet,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,33788,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,66,Ethernet,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,33788,1339,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,66,Ethernet,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,33788,1339,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,66,Ethernet,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,33788,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,74,Ethernet,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35280,1339,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,74,Ethernet,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,35280,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,66,Ethernet,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35280,1339,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,207,Ethernet,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35280,1339,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,66,Ethernet,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,35280,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,220,Ethernet,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,35258,N/A,N/A,N/A,N/A,,,1
1759273818,eth0,56,Ethernet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,1
1759273818,any,223,N/A,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,33788,N/A,N/A,N/A,N/A,,,1
1759273818,any,68,N/A,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,33788,1339,N/A,N/A,N/A,N/A,,,1
1759273818,any,1138,N/A,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,33788,N/A,N/A,N/A,N/A,,,1
1759273818,any,68,N/A,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,33788,N/A,N/A,N/A,N/A,,,1
1759273818,any,68,N/A,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,33788,1339,N/A,N/A,N/A,N/A,,,1
1759273818,any,68,N/A,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,33788,1339,N/A,N/A,N/A,N/A,,,1
1759273818,any,76,N/A,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35280,1339,N/A,N/A,N/A,N/A,,,1
1759273818,any,68,N/A,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35280,1339,N/A,N/A,N/A,N/A,,,1
1759273818,any,209,N/A,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35280,1339,N/A,N/A,N/A,N/A,,,1
1759273818,any,222,N/A,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,35258,N/A,N/A,N/A,N/A,,,1
1759273818,any,507,N/A,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,35258,N/A,N/A,N/A,N/A,,,1
1759273818,any,68,N/A,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,35258,N/A,N/A,N/A,N/A,,,1
1759273818,any,68,N/A,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35258,1339,N/A,N/A,N/A,N/A,,,1
1759273818,any,76,N/A,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35286,1339,N/A,N/A,N/A,N/A,,,1
1759273818,any,68,N/A,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35286,1339,N/A,N/A,N/A,N/A,,,1
1759273818,any,219,N/A,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35286,1339,N/A,N/A,N/A,N/A,,,1
1759273818,any,76,N/A,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35292,1339,N/A,N/A,N/A,N/A,,,1
1759273818,any,68,N/A,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35292,1339,N/A,N/A,N/A,N/A,,,1
1759273818,any,224,N/A,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35292,1339,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,66,Ethernet,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35258,1339,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,505,Ethernet,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,35258,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,66,Ethernet,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,35258,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,66,Ethernet,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35258,1339,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,66,Ethernet,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35258,1339,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,66,Ethernet,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,35258,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,74,Ethernet,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35286,1339,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,74,Ethernet,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,35286,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,66,Ethernet,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35286,1339,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,217,Ethernet,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35286,1339,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,66,Ethernet,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,35286,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,74,Ethernet,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35292,1339,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,74,Ethernet,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,35292,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,66,Ethernet,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35292,1339,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,222,Ethernet,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35292,1339,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,66,Ethernet,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,35292,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,221,Ethernet,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,35268,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,66,Ethernet,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35268,1339,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,1350,Ethernet,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,35268,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,66,Ethernet,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,35268,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,66,Ethernet,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35268,1339,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,66,Ethernet,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35268,1339,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,66,Ethernet,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,35268,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,211,Ethernet,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,35280,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,66,Ethernet,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,35280,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,66,Ethernet,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35280,1339,N/A,N/A,N/A,N/A,,,1
1759273818,any,223,N/A,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,35268,N/A,N/A,N/A,N/A,,,1
1759273818,any,68,N/A,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35268,1339,N/A,N/A,N/A,N/A,,,1
1759273818,any,1352,N/A,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,35268,N/A,N/A,N/A,N/A,,,1
1759273818,any,68,N/A,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,35268,N/A,N/A,N/A,N/A,,,1
1759273818,any,68,N/A,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35268,1339,N/A,N/A,N/A,N/A,,,1
1759273818,any,68,N/A,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35268,1339,N/A,N/A,N/A,N/A,,,1
1759273818,any,213,N/A,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,35280,N/A,N/A,N/A,N/A,,,1
1759273818,any,68,N/A,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,35280,N/A,N/A,N/A,N/A,,,1
1759273818,any,68,N/A,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35280,1339,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,66,Ethernet,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35280,1339,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,66,Ethernet,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,35280,N/A,N/A,N/A,N/A,,,1
1759273818,any,68,N/A,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35280,1339,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,74,Ethernet,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35294,1339,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,74,Ethernet,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,35294,N/A,N/A,N/A,N/A,,,1
1759273818,any,76,N/A,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35294,1339,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,74,Ethernet,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35304,1339,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,74,Ethernet,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,35304,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,66,Ethernet,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35294,1339,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,66,Ethernet,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35304,1339,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,208,Ethernet,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35294,1339,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,66,Ethernet,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,35294,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,219,Ethernet,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35304,1339,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,66,Ethernet,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,35304,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,221,Ethernet,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,35286,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,66,Ethernet,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,35286,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,66,Ethernet,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35286,1339,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,66,Ethernet,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35286,1339,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,66,Ethernet,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,35286,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,74,Ethernet,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35308,1339,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,74,Ethernet,IPv4,TCP,N/A,v4,10.10.10.109,10.10.10.68,1339,35308,N/A,N/A,N/A,N/A,,,1
1759273818,eth1,66,Ethernet,IPv4,TCP,N/A,v4,10.10.10.68,10.10.10.109,35308,1339,N/A,N/A,N/A,N/A,,,1
