# Overall Packet Count: 1101
# Overall Total Bytes: 251034
# Overall Average Packet Size (Bytes): 228.01
# Overall Capture Duration (Seconds): 2575.000
# Overall Average Rate (Mbps): 0.001

IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
172.30.0.14,192.168.254.2,769,210358,18,0.09349244444444445,0.184016
10.1.1.2,10.1.2.2,257,34496,25,0.01103872,0.025136
172.30.0.1,172.30.0.14,29,3090,5,0.004944,0.007184
::1,::1,6,378,6,0.000504,0.000504
127.0.0.1,127.0.0.1,6,258,6,0.000344,0.000344
172.30.0.14,23.150.40.242,2,182,1,0.001456,0.001456
fe80::c0d5:34ff:fec9:ef84,ff02::2,2,142,1,0.001136,0.001136
fe80::ec8c:9dff:fea2:8774,ff02::2,2,142,1,0.001136,0.001136
fe80::dc82:23ff:feb2:880a,ff02::2,2,142,1,0.001136,0.001136
fe80::d8b6:47ff:fe97:2775,ff02::2,2,142,1,0.001136,0.001136
fe80::d8a6:92ff:fe1d:3e66,ff02::2,2,142,1,0.001136,0.001136
fe80::d892:1bff:fe48:2dd2,ff02::2,2,142,1,0.001136,0.001136
fe80::ccfa:cff:fe9f:edfb,ff02::2,2,142,1,0.001136,0.001136
fe80::a8e6:93ff:fe51:85a8,ff02::2,2,142,1,0.001136,0.001136
fe80::b886:8dff:fe5f:b449,ff02::2,2,142,1,0.001136,0.001136
fe80::b451:faff:fec4:bb29,ff02::2,2,142,1,0.001136,0.001136
fe80::8406:c9ff:fe8a:aed5,ff02::2,2,142,1,0.001136,0.001136
fe80::7045:a4ff:fe32:715a,ff02::2,2,142,1,0.001136,0.001136
fe80::4849:d0ff:fe40:70b1,ff02::2,2,142,1,0.001136,0.001136
fe80::2441:49ff:febd:f6f3,ff02::2,2,142,1,0.001136,0.001136
fe80::18db:2fff:fe8f:13e1,ff02::2,2,142,1,0.001136,0.001136
fe80::f035:80ff:fec0:d0fd,ff02::2,2,142,1,0.001136,0.001136
