timestamp,device,length,link_protocol,network_protocol,transport_protocol,src_ip,dst_ip,src_port,dst_port,malicious
1759289933,any,44,ARP,N/A,N/A,172.30.0.220,172.30.0.122,0,0,0
1759289933,any,58,ARP,N/A,N/A,172.30.0.122,172.30.0.220,0,0,0
1759289933,eth0,54,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,0
1759289933,eth0,42,Ethernet,N/A,N/A,N/A,N/A,0,0,0
1759289933,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0,0
1759289933,any,112,N/A,IPv6,ICMP,fe80::c4ea:79ff:fe0d:44,ff02::179,0,0,0
1759289933,eth1,110,Ethernet,IPv6,ICMP,fe80::c4ea:79ff:fe0d:44,ff02::179,0,0,0
1759289933,any,112,N/A,IPv6,ICMP,fe80::54ff:f1ff:feb6:198,ff02::179,0,0,0
1759289933,eth0,110,Ethernet,IPv6,ICMP,fe80::54ff:f1ff:feb6:198,ff02::179,0,0,0
1759289934,eth0,107,Ethernet,N/A,N/A,N/A,N/A,0,0,0
1759289934,eth0,70,Ethernet,IPv6,ICMP,fe80::54ff:f1ff:feb6:198,ff02::204,0,0,0
1759289934,any,72,N/A,IPv6,ICMP,fe80::c4ea:79ff:fe0d:44,ff02::204,0,0,0
1759289934,eth1,70,Ethernet,IPv6,ICMP,fe80::c4ea:79ff:fe0d:44,ff02::204,0,0,0
1759289935,eth0,107,Ethernet,N/A,N/A,N/A,N/A,0,0,0
1759289935,any,109,N/A,N/A,N/A,N/A,N/A,0,0,0
1759289936,eth0,107,Ethernet,N/A,N/A,N/A,N/A,0,0,0
1759289936,any,109,N/A,N/A,N/A,N/A,N/A,0,0,0
1759289937,eth0,107,Ethernet,N/A,N/A,N/A,N/A,0,0,0
1759289937,any,109,N/A,N/A,N/A,N/A,N/A,0,0,0
1759289938,eth0,70,Ethernet,IPv6,ICMP,fe80::54ff:f1ff:feb6:198,ff02::204,0,0,0
1759289938,any,72,N/A,IPv6,ICMP,fe80::54ff:f1ff:feb6:198,ff02::204,0,0,0
1759289938,eth0,90,Ethernet,IPv6,ICMP,fe80::54ff:f1ff:feb6:198,ff02::179,0,0,0
1759289938,eth0,54,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,0
1759289938,any,92,N/A,IPv6,ICMP,fe80::54ff:f1ff:feb6:198,ff02::179,0,0,0
1759289938,eth0,67,Ethernet,IPv4,UDP,172.30.0.220,224.0.0.252,5355,5355,0
1759289938,eth0,87,Ethernet,IPv6,UDP,fe80::54ff:f1ff:feb6:198,ff02::1:52,5355,5355,0
1759289938,any,69,N/A,IPv4,UDP,172.30.0.220,224.0.0.252,5355,5355,0
1759289938,eth0,54,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,0
1759289938,any,56,N/A,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,0
1759289938,eth0,356,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,0
1759289938,any,358,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,0
1759289938,eth0,368,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,0
1759289938,any,370,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,0
1759289938,eth1,110,Ethernet,IPv6,ICMP,fe80::c4ea:79ff:fe0d:44,ff02::179,0,0,0
1759289938,any,112,N/A,IPv6,ICMP,fe80::c4ea:79ff:fe0d:44,ff02::179,0,0,0
1759289938,eth0,110,Ethernet,IPv6,ICMP,fe80::54ff:f1ff:feb6:198,ff02::179,0,0,0
1759289938,eth0,54,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,0
1759289938,any,112,N/A,IPv6,ICMP,fe80::54ff:f1ff:feb6:198,ff02::179,0,0,0
1759289938,eth0,42,Ethernet,N/A,N/A,N/A,N/A,0,0,0
1759289938,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0,0
1759289938,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0,0
1759289938,any,44,ARP,N/A,N/A,172.30.0.220,172.30.0.122,0,0,0
1759289938,any,58,ARP,N/A,N/A,172.30.0.122,172.30.0.220,0,0,0
1759289938,eth0,54,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,0
1759289938,any,56,N/A,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,0
1759289938,any,112,N/A,IPv6,ICMP,fe80::c4ea:79ff:fe0d:44,ff02::179,0,0,0
1759289938,eth1,110,Ethernet,IPv6,ICMP,fe80::c4ea:79ff:fe0d:44,ff02::179,0,0,0
1759289938,any,112,N/A,IPv6,ICMP,fe80::54ff:f1ff:feb6:198,ff02::179,0,0,0
1759289938,eth0,110,Ethernet,IPv6,ICMP,fe80::54ff:f1ff:feb6:198,ff02::179,0,0,0
1759289939,any,72,N/A,IPv6,ICMP,fe80::c4ea:79ff:fe0d:44,ff02::204,0,0,0
1759289939,eth1,70,Ethernet,IPv6,ICMP,fe80::c4ea:79ff:fe0d:44,ff02::204,0,0,0
1759289939,eth0,107,Ethernet,N/A,N/A,N/A,N/A,0,0,0
