Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
server.py,783.0,59.98172555674489,65.03012271490459,148
discern-file-so,1199.0,36.910898337088064,76.96128279123083,229
discern-proc-so,1194.0,2.1845967597248896,2.46778625155723,228
kswapd0,1194.0,0.6955805313062104,0.715369627357904,228
discern-network,1189.0,0.5004422582658332,0.514338818196707,227
discern-logs-so,392.0,0.28680510064125486,0.29177999312286834,76
python3,10.0,0.9933157714581867,0.9933917708515122,2
systemd,13.0,0.6364887454286385,1.0102647893304029,3
jbd2/vda2-8,16.0,0.34199857049157695,0.34273506141325527,3
sshd,5.0,0.6384745989849744,0.6384745989849744,1
