timestamp,device_id,interface_name,action,hardware_addr,ips
1759180013,victim2.bnsdq.ozxfs.vmdrv.kvugl,eth1,Added,ce:ff:bd:b5:c6:a7,10.10.10.178; fe80::ccff:bdff:feb5:139
1759180013,victim2.bnsdq.ozxfs.vmdrv.kvugl,any,Added,N/A,
1759180013,victim2.bnsdq.ozxfs.vmdrv.kvugl,bluetooth-monitor,Added,N/A,
1759180013,victim2.bnsdq.ozxfs.vmdrv.kvugl,dbus-system,Added,N/A,
1759180013,victim2.bnsdq.ozxfs.vmdrv.kvugl,dbus-session,Added,N/A,
1759180013,victim2.bnsdq.ozxfs.vmdrv.kvugl,lo,Added,N/A,127.0.0.1; ::105
1759180013,victim2.bnsdq.ozxfs.vmdrv.kvugl,eth0,Added,46:60:af:f8:f5:65,172.30.0.89; fe80::4460:afff:fef8:23
1759180013,victim2.bnsdq.ozxfs.vmdrv.kvugl,nfqueue,Added,N/A,
1759180013,victim2.bnsdq.ozxfs.vmdrv.kvugl,eth2,Added,ba:26:cb:2b:9c:98,10.0.4.167; fe80::b826:cbff:fe2b:87
1759180013,victim2.bnsdq.ozxfs.vmdrv.kvugl,nflog,Added,N/A,
