timestamp,device_id,interface_name,action,hardware_addr,ips
1759318699,learner.bnsdq.ozxfs.fkiya.kvugl,eth1,Added,f6:59:d7:b5:b5:f9,10.0.1.111; fe80::f459:d7ff:feb5:64
1759318699,learner.bnsdq.ozxfs.fkiya.kvugl,nflog,Added,N/A,
1759318699,learner.bnsdq.ozxfs.fkiya.kvugl,dbus-system,Added,N/A,
1759318699,learner.bnsdq.ozxfs.fkiya.kvugl,dbus-session,Added,N/A,
1759318699,learner.bnsdq.ozxfs.fkiya.kvugl,bluetooth-monitor,Added,N/A,
1759318699,learner.bnsdq.ozxfs.fkiya.kvugl,nfqueue,Added,N/A,
1759318699,learner.bnsdq.ozxfs.fkiya.kvugl,lo,Added,N/A,127.0.0.1; ::105
1759318699,learner.bnsdq.ozxfs.fkiya.kvugl,eth0,Added,2a:8e:e0:e0:ff:25,172.30.0.220; fe80::288e:e0ff:fee0:137
1759318699,learner.bnsdq.ozxfs.fkiya.kvugl,docker0,Added,02:42:21:07:29:97,172.17.0.207; fe80::42:21ff:fe07:109
1759318699,learner.bnsdq.ozxfs.fkiya.kvugl,any,Added,N/A,
1759319299,learner.bnsdq.ozxfs.fkiya.kvugl,veth5c0cade,Added,1a:32:56:03:03:82,fe80::1832:56ff:fe03:73
