timestamp,device_id,location,size,hash,owner,group
1759262670,outlook1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2140,dC+Z4kRNu21tmC+0XS1IKw==,root,root
1759262949,outlook1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2140,OWpf7W8fA94IcvqT5/x9uQ==,root,root
1759262949,outlook1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,118,RSo19AkDnbQ/zn7zLDk5DQ==,root,root
1759263573,outlook1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth0.network,235,XR+SwQzBzsuOtlQ4EyPOrg==,root,root
1759263573,outlook1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2140,1yTuscxfwJmM0iOWJ+BqCw==,root,root
1759264190,outlook1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth0.network,151,QvN54Zf4z/onIW/NsK/9hQ==,root,root
1759264190,outlook1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2140,OWpf7W8fA94IcvqT5/x9uQ==,root,root
1759264190,outlook1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,118,sNk3uGbRuDreNLGljpY9HQ==,root,root
1759264811,outlook1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2140,dC+Z4kRNu21tmC+0XS1IKw==,root,root
1759264811,outlook1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,118,RSo19AkDnbQ/zn7zLDk5DQ==,root,root
1759265432,outlook1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2140,OWpf7W8fA94IcvqT5/x9uQ==,root,root
1759266052,outlook1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2140,dC+Z4kRNu21tmC+0XS1IKw==,root,root
1759266673,outlook1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2140,3WzAIGE0TpUhG2GhPpY16Q==,root,root
