timestamp,device_id,location,size,hash,owner,group
1759262651,mysql1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth0.network,235,ToPUM/fJqFLun7DDeAuvdA==,root,root
1759262651,mysql1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2140,p8MzGeGL/B0NjbKKO2NZrQ==,root,root
1759262819,mysql1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth0.network,235,ToPUM/fJqFLun7DDeAuvdA==,root,root
1759262819,mysql1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,118,JbMzLo7xML4qoHKrdznuCw==,root,root
1759263437,mysql1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth0.network,151,QvN54Zf4z/onIW/NsK/9hQ==,root,root
1759263437,mysql1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2140,6V6NZU/RuTiQFsH6CGlCMw==,root,root
1759263437,mysql1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,118,C+oPx6gA5rSH8SaBG2N0ug==,root,root
1759264058,mysql1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2140,p8MzGeGL/B0NjbKKO2NZrQ==,root,root
1759264679,mysql1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth0.network,235,ToPUM/fJqFLun7DDeAuvdA==,root,root
1759264679,mysql1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2140,NS/sdNU0CzsUubph1OQwBQ==,root,root
1759264679,mysql1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,118,y+t3cV1URil7SK9iJ4H8Iw==,root,root
1759265299,mysql1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth0.network,151,QvN54Zf4z/onIW/NsK/9hQ==,root,root
1759265299,mysql1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2140,p8MzGeGL/B0NjbKKO2NZrQ==,root,root
1759265299,mysql1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,118,aTsaH8vaWqDbKgPnFR+RlA==,root,root
1759265918,mysql1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2140,6V6NZU/RuTiQFsH6CGlCMw==,root,root
1759265918,mysql1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,118,y+t3cV1URil7SK9iJ4H8Iw==,root,root
1759266539,mysql1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,2140,p8MzGeGL/B0NjbKKO2NZrQ==,root,root
1759266539,mysql1.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,118,C+oPx6gA5rSH8SaBG2N0ug==,root,root
