Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
server.py,651.0,59.88896466468158,65.22618923610388,126
discern-file-so,857.0,38.31586782287603,74.05480088176307,168
discern-proc-so,864.0,2.2409139306893926,10.277837461832478,167
kswapd0,868.0,0.6779500245293684,0.691535968586627,167
discern-network,639.0,0.39275086534746684,0.4107990619249795,122
jbd2/vda2-8,384.0,0.39687819400021906,0.4424500931502921,74
python3,16.0,1.1786896701054808,1.5806300932838606,3
discern-logs-so,40.0,0.34642576338851244,0.35155514241180075,9
systemd,8.0,1.5579198224768613,2.215448483560517,2
sshd,10.0,1.1033062952231993,1.4029518256527578,2
