# Overall Packet Count: 4323
# Overall Total Bytes: 969221
# Overall Average Packet Size (Bytes): 224.20
# Overall Capture Duration (Seconds): 1229.000
# Overall Average Rate (Mbps): 0.006

IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
10.10.10.1,10.10.10.2,3044,638617,22,0.23222436363636365,0.577424
172.30.0.11,192.168.254.2,1088,314234,28,0.08978114285714285,0.191792
172.30.0.1,172.30.0.11,80,8330,6,0.011106666666666667,0.025952
172.30.0.11,74.208.14.149,8,728,2,0.002912,0.002912
fe80::7008:67ff:fe51:55e2,ff02::2,6,426,3,0.001136,0.001136
fe80::ec42:3aff:fef4:45f7,ff02::2,6,426,3,0.001136,0.001136
fe80::cc30:bdff:fe8e:8aab,ff02::2,6,426,3,0.001136,0.001136
fe80::cc1e:1dff:fe35:8d0a,ff02::2,6,426,3,0.001136,0.001136
fe80::c90:d9ff:fe94:2292,ff02::2,6,426,3,0.001136,0.001136
fe80::a461:e8ff:fed5:a100,ff02::2,6,426,3,0.001136,0.001136
fe80::a454:3cff:fe02:f189,ff02::2,6,426,3,0.001136,0.001136
fe80::9c08:eaff:fe75:3da,ff02::2,6,426,3,0.001136,0.001136
fe80::f816:7eff:fe17:9591,ff02::2,6,426,3,0.001136,0.001136
fe80::68c1:83ff:fefb:c270,ff02::2,6,426,3,0.001136,0.001136
fe80::43:9eff:fe48:de6e,ff02::2,6,426,3,0.001136,0.001136
fe80::40d1:98ff:fed6:ee62,ff02::2,6,426,3,0.001136,0.001136
fe80::34a3:f8ff:feaa:fa2d,ff02::2,6,426,3,0.001136,0.001136
fe80::1c1d:bfff:fe8c:dbbc,ff02::2,6,426,3,0.001136,0.001136
fe80::304f:99ff:feca:a305,ff02::2,5,354,3,0.000944,0.001136
fe80::846e:71ff:fe54:3123,ff02::2,4,284,2,0.001136,0.001136
fe80::10eb:f5ff:fe06:90c1,ff02::2,4,284,2,0.001136,0.001136
fe80::50a1:dcff:fe45:4e57,ff02::2,4,284,2,0.001136,0.001136
fe80::2c4b:3dff:feea:b48d,ff02::2,2,142,1,0.001136,0.001136
