timestamp,device_id,load_core_0,load_core_1,load_core_2,load_core_3,malicious
1759318676,learner-attacker.bnsdq.ozxfs.fkiya-owcwb.kvugl,7.142857142856314,9.090909090904393,7.142857142862115,5.940594059404882,0
1759318682,learner-attacker.bnsdq.ozxfs.fkiya-owcwb.kvugl,2.9411764705911856,1.0000000000047748,0.9999999999990905,1.0101010100998502,0
1759318688,learner-attacker.bnsdq.ozxfs.fkiya-owcwb.kvugl,1.0101010100998502,1.9801980198053792,0.9999999999990905,1.00000000000432,0
1759318694,learner-attacker.bnsdq.ozxfs.fkiya-owcwb.kvugl,20.588235294116007,61.38613861384857,33.9999999999975,29.292929292924363,0
1759318700,learner-attacker.bnsdq.ozxfs.fkiya-owcwb.kvugl,54.545454545468644,43.87755102040805,46.87500000001925,38.23529411763493,0
1759318706,learner-attacker.bnsdq.ozxfs.fkiya-owcwb.kvugl,37.62376237622904,37.623762376245985,35.643564356429295,39.603960396046624,0
1759318711,learner-attacker.bnsdq.ozxfs.fkiya-owcwb.kvugl,100.0,64.64646464645357,28.000000000002956,24.752475247530548,1
1759318717,learner-attacker.bnsdq.ozxfs.fkiya-owcwb.kvugl,100.0,20.000000000004547,6.93069306930225,5.999999999994543,1
1759318723,learner-attacker.bnsdq.ozxfs.fkiya-owcwb.kvugl,16.010101010093496,3.0303030303009426,1.010101010106056,1.0101010101003143,1
1759318729,learner-attacker.bnsdq.ozxfs.fkiya-owcwb.kvugl,75.98019801980067,1.9801980198006428,0.9999999999990905,0.0,1
1759318735,learner-attacker.bnsdq.ozxfs.fkiya-owcwb.kvugl,100.0,3.0303030303009426,1.999999999998181,2.9999999999972715,1
1759318741,learner-attacker.bnsdq.ozxfs.fkiya-owcwb.kvugl,100.0,16.000000000008185,7.142857142856314,15.8415841584164,1
1759318747,learner-attacker.bnsdq.ozxfs.fkiya-owcwb.kvugl,14.204081632650373,8.163265306126474,4.040404040405143,2.0408163265287182,1
1759318753,learner-attacker.bnsdq.ozxfs.fkiya-owcwb.kvugl,33.66336633663684,4.000000000002046,3.000000000002956,1.0204081632643591,1
1759318759,learner-attacker.bnsdq.ozxfs.fkiya-owcwb.kvugl,2.9999999999972715,1.980198019799751,0.9999999999990905,4.040404040401257,1
1759318765,learner-attacker.bnsdq.ozxfs.fkiya-owcwb.kvugl,4.000000000002046,8.080808080810286,6.060606060607627,4.950495049505006,1
1759318771,learner-attacker.bnsdq.ozxfs.fkiya-owcwb.kvugl,7.96039603962423,1.0101010101003143,2.02020202020637,3.000000000002956,1
1759318777,learner-attacker.bnsdq.ozxfs.fkiya-owcwb.kvugl,7.010101010114402,1.0000000000047748,0.9999999999990905,0.9999999999990905,1
1759318783,learner-attacker.bnsdq.ozxfs.fkiya-owcwb.kvugl,9.99999999999659,13.725490196077338,8.080808080804543,5.000000000003411,1
1759318789,learner-attacker.bnsdq.ozxfs.fkiya-owcwb.kvugl,28.906714200820495,9.183673469396632,8.000000000004093,14.285714285719258,1
1759318795,learner-attacker.bnsdq.ozxfs.fkiya-owcwb.kvugl,6.060606060599101,0.0,1.0000000000047748,1.999999999998181,1
1759318801,learner-attacker.bnsdq.ozxfs.fkiya-owcwb.kvugl,7.999999999992724,0.0,0.0,0.0,1
