timestamp,device_id,interface_name,action,hardware_addr,ips
1759262897,nginx2.bnsdq.ozxfs.laefh.kvugl,nflog,Added,N/A,
1759262897,nginx2.bnsdq.ozxfs.laefh.kvugl,nfqueue,Added,N/A,
1759262897,nginx2.bnsdq.ozxfs.laefh.kvugl,lo,Added,N/A,127.0.0.1; ::105
1759262897,nginx2.bnsdq.ozxfs.laefh.kvugl,eth1,Added,3e:07:6c:fe:6d:b8,107.125.128.255; fe80::3c07:6cff:fefe:167
1759262897,nginx2.bnsdq.ozxfs.laefh.kvugl,eth2,Added,d6:50:7a:30:ff:40,10.0.17.46; fe80::d450:7aff:fe30:157
1759262897,nginx2.bnsdq.ozxfs.laefh.kvugl,bluetooth-monitor,Added,N/A,
1759262897,nginx2.bnsdq.ozxfs.laefh.kvugl,eth0,Added,fe:66:b6:96:4c:ad,172.30.0.168; fe80::fc66:b6ff:fe96:145
1759262897,nginx2.bnsdq.ozxfs.laefh.kvugl,any,Added,N/A,
1759262897,nginx2.bnsdq.ozxfs.laefh.kvugl,dbus-system,Added,N/A,
1759262897,nginx2.bnsdq.ozxfs.laefh.kvugl,dbus-session,Added,N/A,
