# Overall Packet Count: 18194
# Overall Total Bytes: 290043410
# Overall Average Packet Size (Bytes): 15941.71
# Overall Capture Duration (Seconds): 1033.000
# Overall Average Rate (Mbps): 2.246

IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
151.101.64.223,172.30.0.12,10513,227654043,23,79.18401495652174,152.968376
151.101.130.132,172.30.0.12,983,28800114,2,115.200456,121.158608
151.101.66.132,172.30.0.12,863,15460256,4,30.920512,51.825912
151.101.194.132,172.30.0.12,2065,10434702,5,16.6955232,28.085168
140.82.116.4,172.30.0.12,251,3598749,2,14.394996,19.706272
151.101.128.223,172.30.0.12,332,3585071,13,2.2061975384615384,4.299056
172.30.0.12,192.168.254.2,2995,489542,67,0.058452776119402985,0.35656
172.30.0.1,172.30.0.12,127,16079,12,0.010719333333333334,0.02992
15.204.87.223,172.30.0.12,12,1092,3,0.002912,0.002912
fe80::b040:95ff:fe31:3cca,ff02::2,6,426,3,0.001136,0.001136
fe80::f89b:6dff:fea5:a448,ff02::2,6,426,3,0.001136,0.001136
fe80::cc1e:1dff:fe35:8d0a,ff02::2,6,426,3,0.001136,0.001136
fe80::3cc3:b0ff:fe40:a1b,ff02::2,6,426,3,0.001136,0.001136
fe80::7415:72ff:fe13:9da3,ff02::2,6,426,3,0.001136,0.001136
fe80::50fb:81ff:fed7:3687,ff02::2,6,426,3,0.001136,0.001136
fe80::50d3:93ff:fe56:a5ae,ff02::2,6,426,3,0.001136,0.001136
fe80::fcdd:95ff:fe20:4f59,ff02::2,6,426,3,0.001136,0.001136
fe80::846e:71ff:fe54:3123,ff02::2,5,354,3,0.000944,0.001136
