timestamp,device_id,location,size,hash,owner,group
1759262660,router.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,200,j0OYJ3R3Z9f4nOxxMGm8Gw==,root,root
1759262660,router.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,1987,LASOkaeYbioFsrlTod0RYg==,root,root
1759263133,router.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth0.network,235,ToPUM/fJqFLun7DDeAuvdA==,root,root
1759263133,router.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,200,j0OYJ3R3Z9f4nOxxMGm8Gw==,root,root
1759263133,router.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,1987,rRsD85JS4/qoigOiPzsG6A==,root,root
1759263755,router.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth0.network,151,QvN54Zf4z/onIW/NsK/9hQ==,root,root
1759263755,router.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,200,svsuayu4JJLNMX6yP5SIhA==,root,root
1759263755,router.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,1987,6nGhqXKNRduKMRIkMskqfA==,root,root
1759264374,router.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,200,rP5Mj/KzDLmSMXOEOX0Mkw==,root,root
1759264374,router.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,1987,2N/xD9eYye2EpujSRDku+g==,root,root
1759264993,router.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,200,j0OYJ3R3Z9f4nOxxMGm8Gw==,root,root
1759264993,router.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,1987,rRsD85JS4/qoigOiPzsG6A==,root,root
1759265634,router.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,200,svsuayu4JJLNMX6yP5SIhA==,root,root
1759265634,router.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,1987,BK5HwSYTA4mFAkaa4Dzl5A==,root,root
1759266258,router.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,200,JHFcXpeMyFoy0DPovhNyHw==,root,root
1759266258,router.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,1987,2N/xD9eYye2EpujSRDku+g==,root,root
1759266876,router.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth1.network,200,svsuayu4JJLNMX6yP5SIhA==,root,root
1759266876,router.bnsdq.ozxfs.laefh.kvugl,/etc/systemd/network/eth2.network,1987,6nGhqXKNRduKMRIkMskqfA==,root,root
