timestamp,device_id,interface_name,action,hardware_addr,ips
1759309666,learner.bnsdq.ozxfs.fkiya.kvugl,eth1,Added,c6:af:a3:2e:0f:c6,10.0.1.111; fe80::c4af:a3ff:fe2e:91
1759309666,learner.bnsdq.ozxfs.fkiya.kvugl,docker0,Added,02:42:59:e5:5c:56,172.17.0.207; fe80::42:59ff:fee5:184
1759309666,learner.bnsdq.ozxfs.fkiya.kvugl,any,Added,N/A,
1759309666,learner.bnsdq.ozxfs.fkiya.kvugl,nfqueue,Added,N/A,
1759309666,learner.bnsdq.ozxfs.fkiya.kvugl,lo,Added,N/A,127.0.0.1; ::105
1759309666,learner.bnsdq.ozxfs.fkiya.kvugl,eth0,Added,4a:83:cd:51:50:e0,172.30.0.220; fe80::4883:cdff:fe51:99
1759309666,learner.bnsdq.ozxfs.fkiya.kvugl,bluetooth-monitor,Added,N/A,
1759309666,learner.bnsdq.ozxfs.fkiya.kvugl,nflog,Added,N/A,
1759309666,learner.bnsdq.ozxfs.fkiya.kvugl,dbus-system,Added,N/A,
1759309666,learner.bnsdq.ozxfs.fkiya.kvugl,dbus-session,Added,N/A,
1759310266,learner.bnsdq.ozxfs.fkiya.kvugl,veth18b53b2,Added,4e:12:66:b7:b2:c9,fe80::4c12:66ff:feb7:156
