timestamp,device_id,interface_name,action,hardware_addr,ips
1759263331,wordpress2.bnsdq.ozxfs.laefh.kvugl,eth2,Added,6a:ee:b5:c7:29:27,10.0.19.56; fe80::68ee:b5ff:fec7:193
1759263331,wordpress2.bnsdq.ozxfs.laefh.kvugl,docker0,Added,02:42:0f:04:40:de,172.17.0.207; fe80::42:fff:fe04:16
1759263331,wordpress2.bnsdq.ozxfs.laefh.kvugl,bluetooth-monitor,Added,N/A,
1759263331,wordpress2.bnsdq.ozxfs.laefh.kvugl,nflog,Added,N/A,
1759263331,wordpress2.bnsdq.ozxfs.laefh.kvugl,nfqueue,Added,N/A,
1759263331,wordpress2.bnsdq.ozxfs.laefh.kvugl,lo,Added,N/A,127.0.0.1; ::105
1759263331,wordpress2.bnsdq.ozxfs.laefh.kvugl,eth0,Added,4a:f2:29:25:df:8c,172.30.0.186; fe80::48f2:29ff:fe25:53
1759263331,wordpress2.bnsdq.ozxfs.laefh.kvugl,eth1,Added,72:a5:7e:b2:64:d8,107.125.128.17; fe80::70a5:7eff:feb2:109
1759263331,wordpress2.bnsdq.ozxfs.laefh.kvugl,dbus-system,Added,N/A,
1759263331,wordpress2.bnsdq.ozxfs.laefh.kvugl,dbus-session,Added,N/A,
1759263331,wordpress2.bnsdq.ozxfs.laefh.kvugl,any,Added,N/A,
