# Overall Packet Count: 5165
# Overall Total Bytes: 358443
# Overall Average Packet Size (Bytes): 69.40
# Overall Capture Duration (Seconds): 5288.000
# Overall Average Rate (Mbps): 0.001

IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
172.30.0.31,192.168.254.2,240,103362,5,0.1653792,0.51688
172.30.0.1,172.30.0.31,128,12907,31,0.0033308387096774193,0.013696
107.125.129.86,192.168.86.2,154,10852,2,0.043408,0.047424
107.125.128.74,192.168.86.2,156,10818,3,0.028848,0.05648
107.125.129.36,192.168.86.2,146,10270,2,0.04108,0.06208
107.125.128.10,192.168.86.2,139,9708,3,0.025888,0.029328
107.125.129.198,192.168.86.2,101,7026,2,0.028104,0.05176
107.125.128.1,107.125.128.10,159,6996,156,0.00035876923076923076,0.000704
172.30.0.1,172.30.0.21,24,1392,12,0.000928,0.000928
172.30.0.1,172.30.0.37,23,1334,12,0.0008893333333333333,0.000928
172.30.0.1,172.30.0.39,22,1276,12,0.0008506666666666667,0.000928
172.30.0.1,172.30.0.26,22,1276,12,0.0008506666666666667,0.000928
172.30.0.1,172.30.0.17,22,1276,14,0.0007291428571428571,0.000928
172.30.0.1,172.30.0.18,22,1276,14,0.0007291428571428571,0.000928
172.30.0.1,172.30.0.40,22,1276,14,0.0007291428571428571,0.000928
172.30.0.1,172.30.0.14,22,1276,13,0.0007852307692307692,0.000928
172.30.0.1,172.30.0.20,22,1276,12,0.0008506666666666667,0.000928
172.30.0.1,172.30.0.22,21,1218,13,0.0007495384615384615,0.000928
172.30.0.1,172.30.0.23,21,1218,13,0.0007495384615384615,0.000928
172.30.0.1,172.30.0.13,21,1218,12,0.000812,0.000928
172.30.0.1,172.30.0.27,20,1160,11,0.0008436363636363637,0.000928
172.30.0.1,172.30.0.28,20,1160,11,0.0008436363636363637,0.000928
172.30.0.1,172.30.0.35,20,1160,11,0.0008436363636363637,0.000928
172.30.0.1,172.30.0.34,20,1160,11,0.0008436363636363637,0.000928
172.30.0.1,172.30.0.12,20,1160,11,0.0008436363636363637,0.000928
172.30.0.1,172.30.0.36,19,1102,12,0.0007346666666666667,0.000928
172.30.0.1,172.30.0.33,18,1044,10,0.0008352,0.000928
104.167.215.195,172.30.0.31,11,1000,3,0.0026666666666666666,0.002912
