timestamp,device_id,interface_name,action,hardware_addr,ips
1759303738,client.bnsdq.ozxfs.rzona.kvugl,any,Added,N/A,
1759303738,client.bnsdq.ozxfs.rzona.kvugl,nflog,Added,N/A,
1759303738,client.bnsdq.ozxfs.rzona.kvugl,nfqueue,Added,N/A,
1759303738,client.bnsdq.ozxfs.rzona.kvugl,dbus-system,Added,N/A,
1759303738,client.bnsdq.ozxfs.rzona.kvugl,lo,Added,N/A,127.0.0.1; ::105
1759303738,client.bnsdq.ozxfs.rzona.kvugl,eth1,Added,2a:3f:b1:79:69:63,1.1.2.134; fe80::283f:b1ff:fe79:38
1759303738,client.bnsdq.ozxfs.rzona.kvugl,eth2,Added,42:04:9c:27:65:00,10.0.2.116; fe80::4004:9cff:fe27:239
1759303738,client.bnsdq.ozxfs.rzona.kvugl,eth0,Added,0a:f8:b2:c9:8a:8d,172.30.0.220; fe80::8f8:b2ff:fec9:65
1759303738,client.bnsdq.ozxfs.rzona.kvugl,bluetooth-monitor,Added,N/A,
1759303738,client.bnsdq.ozxfs.rzona.kvugl,dbus-session,Added,N/A,
