# Overall Packet Count: 68817
# Overall Total Bytes: 7810213
# Overall Average Packet Size (Bytes): 113.49
# Overall Capture Duration (Seconds): 1871.000
# Overall Average Rate (Mbps): 0.033

IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
1.1.2.3,5.6.7.8,7611,4376746,543,0.06448244567219152,1.593904
172.30.0.15,192.168.254.2,362,105614,7,0.12070171428571429,0.21688
172.30.0.1,172.30.0.15,49,5125,6,0.006833333333333334,0.012912
1.2.56.52,5.6.7.8,12,680,11,0.0004945454545454545,0.000864
1.2.105.67,5.6.7.8,11,602,8,0.000602,0.00088
1.2.196.151,5.6.7.8,10,570,9,0.0005066666666666667,0.000944
1.2.211.114,5.6.7.8,10,546,10,0.0004368,0.000448
1.2.146.245,5.6.7.8,10,546,9,0.00048533333333333333,0.000864
1.2.212.70,5.6.7.8,9,494,7,0.0005645714285714286,0.00088
1.2.205.239,5.6.7.8,9,492,9,0.00043733333333333336,0.000448
1.2.111.56,5.6.7.8,9,492,8,0.000492,0.00088
1.2.41.107,5.6.7.8,9,492,8,0.000492,0.000864
1.2.16.203,5.6.7.8,9,492,9,0.00043733333333333336,0.000448
1.2.222.173,5.6.7.8,9,490,9,0.00043555555555555557,0.000448
1.2.171.180,5.6.7.8,9,490,8,0.00049,0.00088
1.2.121.196,5.6.7.8,8,440,6,0.0005866666666666667,0.001312
1.2.161.66,5.6.7.8,8,438,8,0.000438,0.000448
1.2.197.162,5.6.7.8,8,438,8,0.000438,0.000448
1.2.46.4,5.6.7.8,8,438,6,0.000584,0.00088
1.2.162.148,5.6.7.8,8,438,7,0.0005005714285714286,0.00088
1.2.189.175,5.6.7.8,8,438,6,0.000584,0.000864
1.2.190.116,5.6.7.8,8,438,7,0.0005005714285714286,0.000864
1.2.102.212,5.6.7.8,8,438,6,0.000584,0.000864
1.2.76.85,5.6.7.8,8,438,6,0.000584,0.001312
1.2.209.130,5.6.7.8,8,436,8,0.000436,0.000448
1.2.12.203,5.6.7.8,8,436,5,0.0006976,0.001312
1.2.34.92,5.6.7.8,8,436,8,0.000436,0.000448
1.2.213.151,5.6.7.8,8,436,7,0.0004982857142857142,0.00088
1.2.224.12,5.6.7.8,8,436,7,0.0004982857142857142,0.00088
1.2.43.105,5.6.7.8,8,436,6,0.0005813333333333333,0.000864
1.2.174.235,5.6.7.8,8,436,6,0.0005813333333333333,0.000864
1.2.233.186,5.6.7.8,8,436,7,0.0004982857142857142,0.000864
1.2.52.243,5.6.7.8,8,436,6,0.0005813333333333333,0.00088
1.2.67.23,5.6.7.8,8,436,5,0.0006976,0.00088
1.2.145.132,5.6.7.8,8,434,5,0.0006944,0.000864
1.2.9.105,5.6.7.8,8,434,8,0.000434,0.000448
1.2.92.220,5.6.7.8,8,434,7,0.000496,0.000864
1.2.27.208,5.6.7.8,8,434,6,0.0005786666666666667,0.000864
1.2.196.36,5.6.7.8,8,434,7,0.000496,0.00088
1.2.74.70,5.6.7.8,7,388,7,0.00044342857142857145,0.000448
