timestamp,device,length,link_protocol,network_protocol,transport_protocol,application_protocol,ip_version,src_ip,dst_ip,src_port,dst_port,arp_operation,arp_protocol,arp_src_proto,arp_dst_proto,eth_src_mac,eth_dst_mac
1759305153,eth1,54,Ethernet,IPv4,TCP,N/A,v4,1.2.76.119,5.6.7.72,5689,22261,N/A,N/A,N/A,N/A,,
1759305153,any,56,N/A,IPv4,TCP,N/A,v4,1.2.31.200,5.6.7.72,51926,9599,N/A,N/A,N/A,N/A,,
1759305153,eth2,54,Ethernet,IPv4,TCP,N/A,v4,1.2.31.200,5.6.7.72,51926,9599,N/A,N/A,N/A,N/A,,
1759305153,eth1,54,Ethernet,IPv4,TCP,N/A,v4,1.2.31.200,5.6.7.72,51926,9599,N/A,N/A,N/A,N/A,,
1759305153,any,56,N/A,IPv4,TCP,N/A,v4,1.2.63.28,5.6.7.72,28122,61491,N/A,N/A,N/A,N/A,,
1759305153,eth2,54,Ethernet,IPv4,TCP,N/A,v4,1.2.63.28,5.6.7.72,28122,61491,N/A,N/A,N/A,N/A,,
1759305153,eth1,54,Ethernet,IPv4,TCP,N/A,v4,1.2.63.28,5.6.7.72,28122,61491,N/A,N/A,N/A,N/A,,
1759305153,any,56,N/A,IPv4,TCP,N/A,v4,1.2.35.125,5.6.7.72,3651,40682,N/A,N/A,N/A,N/A,,
1759305153,eth2,54,Ethernet,IPv4,TCP,N/A,v4,1.2.35.125,5.6.7.72,3651,40682,N/A,N/A,N/A,N/A,,
1759305153,eth1,54,Ethernet,IPv4,TCP,N/A,v4,1.2.35.125,5.6.7.72,3651,40682,N/A,N/A,N/A,N/A,,
1759305153,any,56,N/A,IPv4,TCP,N/A,v4,1.2.225.183,5.6.7.72,52286,9508,N/A,N/A,N/A,N/A,,
1759305153,eth2,54,Ethernet,IPv4,TCP,N/A,v4,1.2.225.183,5.6.7.72,52286,9508,N/A,N/A,N/A,N/A,,
1759305153,eth1,54,Ethernet,IPv4,TCP,N/A,v4,1.2.225.183,5.6.7.72,52286,9508,N/A,N/A,N/A,N/A,,
1759305153,any,56,N/A,IPv4,TCP,N/A,v4,1.2.6.95,5.6.7.72,19834,45870,N/A,N/A,N/A,N/A,,
1759305153,eth2,54,Ethernet,IPv4,TCP,N/A,v4,1.2.6.95,5.6.7.72,19834,45870,N/A,N/A,N/A,N/A,,
1759305153,eth1,54,Ethernet,IPv4,TCP,N/A,v4,1.2.6.95,5.6.7.72,19834,45870,N/A,N/A,N/A,N/A,,
1759305153,any,56,N/A,IPv4,TCP,N/A,v4,1.2.42.146,5.6.7.72,35266,41646,N/A,N/A,N/A,N/A,,
1759305153,eth2,54,Ethernet,IPv4,TCP,N/A,v4,1.2.42.146,5.6.7.72,35266,41646,N/A,N/A,N/A,N/A,,
1759305153,eth1,54,Ethernet,IPv4,TCP,N/A,v4,1.2.42.146,5.6.7.72,35266,41646,N/A,N/A,N/A,N/A,,
1759305153,any,56,N/A,IPv4,TCP,N/A,v4,1.2.246.98,5.6.7.72,48236,58374,N/A,N/A,N/A,N/A,,
1759305153,eth2,54,Ethernet,IPv4,TCP,N/A,v4,1.2.246.98,5.6.7.72,48236,58374,N/A,N/A,N/A,N/A,,
1759305153,eth1,54,Ethernet,IPv4,TCP,N/A,v4,1.2.246.98,5.6.7.72,48236,58374,N/A,N/A,N/A,N/A,,
1759305153,any,56,N/A,IPv4,TCP,N/A,v4,1.2.230.116,5.6.7.72,21231,15915,N/A,N/A,N/A,N/A,,
