Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
server.py,1994.0,77.29088603056061,85.41157285262655,383
discern-file-so,473.0,52.64989107055508,77.24045195972154,89
discern-proc-so,2176.0,2.392941774517872,12.881233568344227,420
discern-logs-so,2179.0,0.6769476625634904,0.7472675821536183,419
discern-network,2154.0,0.5677195772517392,0.5786380721322353,413
systemd-journal,1201.0,0.22337789898895744,0.22868491818312045,231
sshd,562.0,0.4770590689596761,1.6426788923678401,108
jbd2/vda2-8,159.0,0.19363248395975272,0.19477262788398514,32
systemd,12.0,1.2993913377421293,2.56953654751915,3
python3,10.0,0.9358963106483813,0.9359536939380843,2
