timestamp,pid,ppid,real_uid,effective_uid,saved_uid,filesystem_uid,real_gid,effective_gid,saved_gid,filesystem_gid,vm_peak,vm_size,vm_hwm,rss_shmem,vm_stk,vm_data,threads,name,state,device_id,cpu
1759262651,376,1,103,103,103,103,109,109,109,109,210563072,210563072,204324864,N/A,135168,202833920,1,dbus-daemon,S (sleeping),postgres2.bnsdq.ozxfs.laefh.kvugl,0.3038961159970822
1759262651,3333,1,0,0,0,0,0,0,0,0,1922756608,1922756608,47853568,N/A,135168,175185920,13,discern-network,S (sleeping),postgres2.bnsdq.ozxfs.laefh.kvugl,2.240318053762562
1759262651,180,1,0,0,0,0,0,0,0,0,167067648,137756672,52879360,4096,135168,36536320,1,systemd-journal,S (sleeping),postgres2.bnsdq.ozxfs.laefh.kvugl,0.20108889621635775
1759262651,3984,1,0,0,0,0,0,0,0,0,1647706112,1580859392,26722304,N/A,135168,82464768,5,discern-interfa,S (sleeping),postgres2.bnsdq.ozxfs.laefh.kvugl,0.0014182677353510279
1759262651,64402,1,0,0,0,0,0,0,0,0,1264619520,1264619520,17264640,N/A,135168,45826048,5,discern-proc-so,S (sleeping),postgres2.bnsdq.ozxfs.laefh.kvugl,2.6455684689981434
1759262656,376,1,103,103,103,103,109,109,109,109,210710528,210710528,204771328,N/A,135168,202981376,1,dbus-daemon,S (sleeping),postgres2.bnsdq.ozxfs.laefh.kvugl,0.3039713023335378
1759262656,77661,1,0,0,0,0,0,0,0,0,1400188928,1400188928,125661184,N/A,135168,210788352,4,discern-file-so,S (sleeping),postgres2.bnsdq.ozxfs.laefh.kvugl,47.84034310814237
1759262656,3333,1,0,0,0,0,0,0,0,0,1922756608,1922756608,47853568,N/A,135168,175185920,13,discern-network,S (sleeping),postgres2.bnsdq.ozxfs.laefh.kvugl,2.239945756071022
1759262656,180,1,0,0,0,0,0,0,0,0,167067648,137756672,52879360,4096,135168,36536320,1,systemd-journal,S (sleeping),postgres2.bnsdq.ozxfs.laefh.kvugl,0.20126817909407727
1759262656,3984,1,0,0,0,0,0,0,0,0,1647706112,1580859392,26722304,N/A,135168,82464768,5,discern-interfa,S (sleeping),postgres2.bnsdq.ozxfs.laefh.kvugl,0.0014167491557236643
1759262662,376,1,103,103,103,103,109,109,109,109,210993152,210993152,204943360,N/A,135168,203264000,1,dbus-daemon,S (sleeping),postgres2.bnsdq.ozxfs.laefh.kvugl,0.30385520094352336
1759262662,77661,1,0,0,0,0,0,0,0,0,1534545920,1534545920,149630976,N/A,135168,299008000,4,discern-file-so,R (running),postgres2.bnsdq.ozxfs.laefh.kvugl,61.8062416628987
1759262662,3333,1,0,0,0,0,0,0,0,0,1922756608,1922756608,47853568,N/A,135168,175185920,13,discern-network,S (sleeping),postgres2.bnsdq.ozxfs.laefh.kvugl,2.2391742683167917
1759262662,180,1,0,0,0,0,0,0,0,0,167067648,137756672,52879360,4096,135168,36536320,1,systemd-journal,S (sleeping),postgres2.bnsdq.ozxfs.laefh.kvugl,0.2012559373046943
