Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
python3,472.0,146.9496846110594,177.19758010004455,92
discern-file-so,1014.0,64.62645441241308,134.328899205951,198
discern-proc-so,1013.0,5.798392522006701,28.59651891681931,197
dockerd,690.0,3.7147022780107424,5.958225158758488,133
discern-network,864.0,2.088899834345074,3.477701053017973,166
pip,21.0,74.88552314113642,87.345008043006,4
exe,37.0,39.29584425276062,69.34973953289521,7
jbd2/vda2-8,539.0,2.0823831507956903,2.890194122168846,104
cc1,11.0,50.96513684136184,89.71374223874497,2
pip3,11.0,50.19992808988989,64.18523822178962,2
apt-get,29.0,13.045782342962879,34.90150356790268,6
systemd,309.0,1.1270039496066424,7.174979037132809,60
dpkg,21.0,15.898105247972229,24.77964651006994,4
python,16.0,18.50885699862387,32.023981094194426,3
dpkg-deb,5.0,20.81755994251332,20.81755994251332,1
mandb,10.0,8.295617844920914,8.327811982691392,2
apt,16.0,4.8190926769744085,8.132427292075528,3
containerd,21.0,2.78403301362549,6.764467546592768,4
docker,11.0,3.0186866529596146,5.379882477148739,2
